ano_assinatura_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_processo;valor_total_referencia_item_processo;valor_total_homologado
2024;2301520 000020/2023;9429715;ASX CONSTRUCAO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3228052,32;3228052,32;2738832,55
2024;2301520 000021/2024;9447109;RETA ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;606761,67;606761,67;516050,86
2024;2301520 000022/2024;9445587;PAVOTEC PAVIMENTACAO E TERRAPLENAGEM LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;28406676,3;28406676,3;21305007,22
2024;2301520 000022/2024;9445591;LCM CONSTRUCAO E COMERCIO S.A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;45414770,77;45414770,77;34061078,07
2024;2301520 000022/2024;9445592;COPLAN CONSTRUTORA PLANALTO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9280685,75;9280685,75;6960514,31
2024;2301520 000022/2024;9445950;BALI - CONSTRUTORA BAETA LIGORIO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6677063,11;6677063,11;5642000,0
2024;2301520 000024/2023;9424592;CONSOL - ENGENHEIROS CONSULTORES LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;2508161,8;2508161,8;1922644,28
2024;2301520 000025/2023;9422256;TRIPAV - CONSTRUCOES, PAVIMENTACOES E LOCACOES LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7191939,04;7191939,04;6498649,6
2024;2301520 000029/2023;9426807;TRENA - TERRAPLENAGEM E CONSTRUCOES S.A.;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4893178,28;4893178,28;4819049,42
2024;2301601 000002/2024;9414322;SURFACE ENGENHARIA E TOPOGRAFIA LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;797999,85;797999,85;797999,85
2024;2301601 000002/2024;9414354;PROSEO ESTUDOS & PROJETOS LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;1247750,0;1247750,0;1247750,0
2024;2301601 000002/2024;9414453;PROSEO ESTUDOS & PROJETOS LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;1244600,0;1244600,0;1244600,0
2024;2301601 000002/2024;9416600;GESTAO ENGENHARIA E COMERCIO LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;1000000,0;1000000,0;1000000,0
2024;2301601 000002/2024;9416621;GESTAO ENGENHARIA E COMERCIO LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;1100000,0;1100000,0;1100000,0
2024;2301601 000002/2024;9417600;GESTAO ENGENHARIA E COMERCIO LTDA;1;108600;SERVICOS DE TOPOGRAFICA COM LEVANTAMENTO TOPOGRAFICO PLANIALTIMETRICO E CADASTRAL;;;3964;SERVICOS DE MAPEAMENTO E GEORREFERENCIAMENTO;1;1224000,0;1224000,0;1224000,0
2024;2301601 000003/2024;9447050;NACIONAL SONDAGENS LTDA;1;23159;SERVICOS ESPECIALIZADOS EM ESTUDO E SONDAGEM DE SOLOS;;;3981;SERVICO DE ELABORACAO DE ESTUDOS PREVIOS;1;1495940,48;1495940,48;1346346,46
2024;2301601 000004/2024;9446143;KALU SERVICOS DE ENGENHARIA LTDA;1;23159;SERVICOS ESPECIALIZADOS EM ESTUDO E SONDAGEM DE SOLOS;;;3981;SERVICO DE ELABORACAO DE ESTUDOS PREVIOS;1;2974234,74;2974234,74;2246097,6
2024;2301601 000006/2023;9417534;FUNDACAO INSTITUTO DE PESQUISAS ECONOMICAS, ADMINISTRATIVAS E CONTABEIS DE MINAS GERAIS - IPEAD;1;8125;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA CIVIL;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;1443438,24;1443438,24;1425000,0
2024;2301617 000001/2024;9445113;PORTO ASSUNCAO ENGENHARIA LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;1879469,61;1879469,61;1484780,82
2024;2301617 000002/2024;9436677;PORTO ASSUNCAO ENGENHARIA LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;118125,23;118125,23;118125,23
2024;2301617 000003/2024;9441725;DIRECAO CONSULTORIA E ENGENHARIA LTDA;1;23167;SERVICOS TECNICOS  ESPECIALIZADOS  EM ELABORACAO DE PROJETOSEXECUTIVOS;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;950298,83;950298,83;859769,01
2024;2301707 000004/2024;9439923;BDT ENGENHARIA LTDA;1;101893;REPAROS PREVENTIVOS E CORRETIVOS, INSTALACOES, ADAPTACOES, RECUPERACAO E MODERNIZACAO DE EDIFICACOES, POR REGIAO ;;;3922;REPAROS DE BENS IMOVEIS;1;1581404,31;1581404,31;1581404,31
2024;2301762 000001/2024;9410177;ENC EMPRESA NACIONAL DE CONSTRUCAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;14700834,64;14700834,64;14700834,64
2024;2301762 000006/2024;9437231;CIMCOP S/A ENGENHARIA E CONSTRUCOES;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;67009004,72;67009004,72;50256753,54
2024;2301762 000008/2024;9440647;SEISAN ENGENHARIA E CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;63409053,69;63409053,69;47556790,26
2024;2301762 000008/2024;9440649;CONSTRUTORA TERRAYAMA LIMITADA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;63678444,31;63678444,31;47758833,23
2024;2301762 000008/2024;9440650;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;70138804,26;70138804,26;52604103,19
2024;2301762 000008/2024;9440653;IPE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;65508961,67;65508961,67;49131721,25
2024;2301762 000008/2024;9440654;HORIZONTE CONSTRUTORA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;61782921,89;61782921,89;46337191,41
2024;2301762 000008/2024;9440655;LOMAE MAQUINAS E EMPREENDIMENTOS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;68445007,11;68445007,11;51333755,33
2024;2301762 000008/2024;9440657;CIMCOP S/A ENGENHARIA E CONSTRUCOES;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;63512784,06;63512784,06;47634588,04
2024;2301762 000008/2024;9440658;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;62674094,07;62674094,07;47005570,55
2024;2301762 000008/2024;9440661;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;66623967,18;66623967,18;49967975,38
2024;2301762 000008/2024;9440662;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;60708027,09;60708027,09;45531020,31
2024;2301762 000012/2024;9445821;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;75286713,4;75286713,4;56465035,05
2024;2301762 000013/2024;9445784;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;36756640,71;36756640,71;27567480,53
2024;2301762 000014/2024;9445782;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;11115050,43;11115050,43;8336287,82
2024;2301762 000015/2024;9445781;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;11582044,6;11582044,6;8686533,45
2024;2301762 000016/2024;9447057;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;11657217,29;11657217,29;8742912,96
2024;2301762 000027/2023;9408646;MINAS EMPREENDIMENTOS DE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;16046846,43;16046846,43;13619979,69
2024;2301762 000027/2023;9410208;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17971227,44;17971227,44;15787335,27
2024;2301762 000036/2023;9418600;IPE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;55720439,72;55720439,72;35181084,91
2024;2301762 000036/2023;9421657;AGR BOTELHO ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;37241065,75;37241065,75;25098045,16
2024;2301762 000036/2023;9422060;EMPAV EMPREENDIMENTOS E PAVIMENTACAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;59075097,0;59075097,0;41801980,63
2024;2301762 000036/2023;9422064;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;45388427,46;45388427,46;31307061,77
2024;2301762 000036/2023;9422078;ASEL CONSTRUCOES RODOVIARIAS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;49516428,28;49516428,28;30648355,12
2024;2301762 000036/2023;9422079;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;42427903,76;42427903,76;29715772,52
2024;2301762 000039/2023;9410180;CROS CONSTRUCOES S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;51900209,21;51900209,21;43983527,2
2024;2301762 000041/2023;9410175;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17443062,11;17443062,11;16521453,91
2024;2301762 000045/2023;9424377;SINALMIG SINAIS E SISTEMAS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;2;11996710,85;11996710,85;8049000,0
2024;2301762 000046/2023;9413969;SEISAN ENGENHARIA E CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1009319,98;1009319,98;948728,78
2024;2301762 000048/2023;9412570;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;50023008,61;50023008,61;46770710,65
2024;2301762 000049/2023;9423384;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;78231455,96;78231455,96;67381496,97
2024;2301762 000050/2023;9414641;E. B. O. - EMPRESA BRASILEIRA DE OBRAS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7567396,72;7567396,72;5949066,1
2024;2301762 000051/2023;9424302;LOMAE MAQUINAS E EMPREENDIMENTOS LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;57753580,93;57753580,93;37310856,76
2024;2301762 000051/2023;9424304;CONSTRUTORA SAGENDRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;56623238,81;56623238,81;37153801,63
2024;2301762 000051/2023;9424337;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;51505163,41;51505163,41;33479427,94
2024;2301762 000051/2023;9424447;EMPAV EMPREENDIMENTOS E PAVIMENTACAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;50334501,36;50334501,36;33230906,95
2024;2301762 000051/2023;9424449;AGR BOTELHO ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;50026623,29;50026623,29;32023158,45
2024;2301762 000051/2023;9427674;IPE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;57899353,16;57899353,16;34984519,25
2024;2301762 000051/2023;9427765;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;61509573,94;61509573,94;42788655,89
2024;2301931 000001/2024;9440673;SYSTRA ENGENHARIA E CONSULTORIA LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;7699669,8;7699669,8;5774752,44
2024;2301931 000002/2024;9441233;FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3502;SERVICOS DE CONSULTORIA - PESSOA JURIDICA;1;5947278,86;0,0;0,0
2024;2301931 000002/2024;9441233;FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;5947278,86;5947278,86;5947278,86
2025;1301017 000043/2024;9473911;CONSOL - ENGENHEIROS CONSULTORES LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6941645,22;6941645,22;5206233,96
2025;1301017 000043/2024;9473911;CONSOL - ENGENHEIROS CONSULTORES LTDA;2;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6941645,22;0,0;0,0
2025;1301017 000043/2024;9473911;CONSOL - ENGENHEIROS CONSULTORES LTDA;23;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6941645,22;0,0;0,0
2025;1301606 000001/2025;9470224;SENGE SERVICOS DE ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;25933131,61;25933131,61;19446841,31
2025;2261032 000279/2025;9480550;TERABAYTE COMERCIO E SERVICOS LTDA;1;76473;"PAPEL MANTEIGA - GRAMATURA: 40 G/M QUADRADO; MEDIDAS: 70 X 100CM;";;;3003;UTENSILIOS PARA COPA, REFEITORIO E COZINHA;1;3,2733;654,66;656,0
2025;2261032 000279/2025;9480550;TERABAYTE COMERCIO E SERVICOS LTDA;1;76473;"PAPEL MANTEIGA - GRAMATURA: 40 G/M QUADRADO; MEDIDAS: 70 X 100CM;";;;3003;UTENSILIOS PARA COPA, REFEITORIO E COZINHA;1;3,2966;1186,78;1180,8
2025;2261032 000279/2025;9480550;TERABAYTE COMERCIO E SERVICOS LTDA;3;429040;"PAPEL ALUMINIO MULTIAPLICACAO - APRESENTACAO: ROLO; DIMENSOES: 30CM X 7,50 METROS;";;;3003;UTENSILIOS PARA COPA, REFEITORIO E COZINHA;1;5,7233;6867,96;4309,92
2025;2301520 000001/2025;9459022;LCM CONSTRUCAO E COMERCIO S.A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;13090078,19;13090078,19;9817558,64
2025;2301520 000001/2025;9459023;LCM CONSTRUCAO E COMERCIO S.A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;39434905,89;39434905,89;29576179,41
2025;2301520 000002/2025;9472756;ESTEL ENGENHARIA LTDA.;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;2332947,34;2332947,34;1655673,22
2025;2301520 000004/2025;9459021;PAVIDEZ ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;40411563,13;40411563,13;35900000,0
2025;2301520 000007/2025;9468321;G S COSTA CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;2445446,33;2445446,33;2380000,0
2025;2301520 000008/2025;9472752;PLANEP PLANEJAMENTO ESTUDOS E PROJETOS LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;9357672,39;9357672,39;7056321,74
2025;2301520 000010/2025;9473951;ENC EMPRESA NACIONAL DE CONSTRUCAO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;63771944,67;63771944,67;45918998,95
2025;2301520 000011/2025;9471605;TRENA - TERRAPLENAGEM E CONSTRUCOES S.A.;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9523161,51;9523161,51;9522992,29
2025;2301520 000016/2025;9473175;CONSTRUTORA A GASPAR S/A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;252967153,57;252967153,57;207490000,0
2025;2301520 000018/2025;9473949;TRENA - TERRAPLENAGEM E CONSTRUCOES S.A.;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7210196,37;7210196,37;5978999,99
2025;2301520 000019/2024;9447760;S3 CONSTRUTORA LTDA - ME;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9049369,99;9049369,99;8415499,81
2025;2301520 000019/2024;9447761;S3 CONSTRUTORA LTDA - ME;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5032564,85;5032564,85;4776981,58
2025;2301520 000022/2025;9492718;PRODEC CONSULTORIA PARA DECISAO SOCIEDADE SIMPLES LTDA.;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;4575396,26;4575396,26;3187539,16
2025;2301520 000023/2025;9492065;PRODEC CONSULTORIA PARA DECISAO SOCIEDADE SIMPLES LTDA.;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;3499878,79;3499878,79;2624909,09
2025;2301520 000024/2024;9458476;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;104863231,67;104863231,67;78647423,75
2025;2301520 000024/2025;9491012;PRODEC CONSULTORIA PARA DECISAO SOCIEDADE SIMPLES LTDA.;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;5765714,24;5765714,24;4324285,68
2025;2301520 000025/2024;9448965;CONSTRUTORA MARINS LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4553972,46;4553972,46;4553800,0
2025;2301520 000027/2023;9453556;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;10169679,88;10169679,88;9659997,08
2025;2301520 000027/2024;9458861;BT CONSTRUCOES LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;32377230,57;32377230,57;24981452,5
2025;2301520 000028/2025;9491013;VEREDA ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;22364155,09;22364155,09;20125000,0
2025;2301520 000029/2025;9478759;SOCIEDADE GERAL DE EMPREITADAS LIMITADA -;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17183580,33;17183580,33;14619000,0
