contrato;contrato_siad;status;descricao_do_motivo;data;responsavel;portal_de_compras
DM-015/2022;9333334;Andamento;;2023-03-15 00:00:00;-;2301762 000036/2021
DM-012/2021;9292942;Andamento;;2021-10-15 00:00:00;-;2301762 000015/2021
DM-005/2021;9290304;Andamento;;2021-09-01 00:00:00;-;2301762 000031/2021
PRC-22.041/2017-D;9176459;Andamento;;2022-02-01 00:00:00;-;2301762 000049/2017
DC-22.015/2020;9262781;Andamento;;2021-04-05 00:00:00;-;1301608 000009/2020
PRC-22.023/2018-D;9195627;Andamento;;2022-07-13 00:00:00;-;2301762 000006/2018
PRC-22.030/2017-C;9164794;Andamento;;2021-03-01 00:00:00;-;2301762 000066/2017
DM - 024/2021;9300467;Andamento;;2022-12-16 00:00:00;-;2301762 000064/2021
DP-24.007/2020;9275619;Andamento;;2022-08-22 00:00:00;-;2301601 000001/2020
DC-009/2021;9288096;Andamento;;2023-01-30 00:00:00;-;2301520 000014/2021
PRC-22.028/2017-E;9164466;Andamento;;2023-03-01 00:00:00;-;2301762 000038/2017
DC-006/2023;9385564;Andamento;;2023-05-02 00:00:00;-;1301608 000002/2022
PRC-22.017/2018-E;9192575;Andamento;;2023-07-01 00:00:00;-;2301762 000005/2018
DP-016/2023;9386096;Andamento;;2023-07-24 00:00:00;-;2301601 000004/2023
PRC-22.031/2017-D;9165579;Andamento;;2021-12-01 00:00:00;-;2301762 000053/2017
DC-22.019/2020;9261489;Andamento;;2022-04-25 00:00:00;-;2301520 000008/2020
PRC-22.016/2018-D;9191367;Andamento;;2022-08-01 00:00:00;-;2301762 000007/2018
DOV-002/2021;9292040;Andamento;;2021-09-13 00:00:00;-;2301901 000008/2021
PRC-22.022/2017-D;9162650;Andamento;;2021-11-01 00:00:00;-;2301762 000035/2017
DM-027/2021;9299234;Andamento;;2021-11-03 00:00:00;-;2301762 000030/2021
DM-031/2021;9312383;Andamento;;2022-03-01 00:00:00;-;2301762 000062/2021
DM-22.010/2019-C;9241241;Andamento;;2023-01-27 00:00:00;-;2301762 000019/2019
PRC-22.023/2018-C;9195627;Andamento;;2021-07-13 00:00:00;-;2301762 000006/2018
PRC-24.004/2019;9288233;Andamento;;2021-10-22 00:00:00;-;2301601 000009/2018
PRC-22.004/2017;9243278;Andamento;;2022-05-09 00:00:00;-;2301520 000040/2014
DC-020/2022;9344782;Andamento;;2022-08-15 00:00:00;-;2301520 000013/2022
PRC-22.037/2017-E;9178130;Andamento;;2023-03-01 00:00:00;-;2301762 000048/2017
DM-22.009/2020-C;9245587;Andamento;;2023-04-06 00:00:00;-;2301762 000042/2019
PRC-22.025/2017-D;9162820;Andamento;;2022-03-01 00:00:00;-;2301762 000036/2017
DM-018/2021;9309947;Andamento;;2022-05-03 00:00:00;-;2301762 000050/2021
DOV-005/2022;9344755;Andamento;;2022-08-09 00:00:00;-;2301901 000009/2021
DM-22.014/2020;9262952;Andamento;;2020-12-01 00:00:00;-;2301462 000001/2020
PRC-22.029/2017-C;9164650;Andamento;;2021-02-01 00:00:00;-;2301762 000033/2017
DM-004/2021;9289932;Andamento;;2021-08-17 00:00:00;-;2301762 000017/2021
DM-034/2021;9318435;Andamento;;2023-02-10 00:00:00;-;2301762 000066/2021
DM-030/2021;9301318;Andamento;;2023-02-17 00:00:00;-;2301762 000021/2021
PRC-22.034/2017-E;9174578;Andamento;;2022-12-21 00:00:00;-;2301762 000047/2017
DC-016/2021;9301376;Andamento;;2021-11-18 00:00:00;-;2301520 000015/2021
DC-009/2021;9288096;Andamento;;2022-01-18 00:00:00;-;2301520 000014/2021
PRC-22.019/2017-E;9159186;Andamento;;2022-10-02 00:00:00;-;2301762 000041/2017
PRC-22.017/2017-E;9159040;Andamento;;2022-10-02 00:00:00;-;2301762 000062/2017
DM-025/2021;9299246;Andamento;;2023-04-03 00:00:00;-;2301762 000056/2021
DC-22.020/2020;9261490;Andamento;;2021-07-28 00:00:00;-;2301520 000001/2020
ASG-002/2021;9315246;Andamento;;2021-12-02 00:00:00;-;2301403 000070/2021
DM-009/2022;9327308;Andamento;;2022-04-05 00:00:00;-;2301762 000087/2021
DP-004/2023;9382502;Andamento;;2023-04-10 00:00:00;-;2301601 000008/2022
PRC-22.038/2017-E;9178085;Andamento;;2023-06-01 00:00:00;-;2301762 000051/2017
PRC-22.040/2017-C;9177986;Andamento;;2020-12-29 00:00:00;-;2301762 000037/2017
DM-22.011/2020-C;9245717;Andamento;;2023-04-07 00:00:00;-;2301762 000040/2019
DM-005/2023;9390196;Andamento;;2023-07-18 00:00:00;-;2301762 000001/2023
DM-004/2023;9390187;Andamento;;2023-07-18 00:00:00;-;2301762 000001/2023
DM-22.007/2020-B;9245548;Andamento;;2022-04-01 00:00:00;-;2301762 000037/2019
DM-22.008/2020-C;9245549;Andamento;;2023-04-01 00:00:00;-;2301762 000036/2019
DM-22.007/2020-A;9245548;Andamento;;2021-04-01 00:00:00;-;2301762 000037/2019
DC-009/2022;9337329;Andamento;;2022-05-23 00:00:00;-;2301520 000004/2022
DP-003/2022;9344767;Andamento;;2022-08-05 00:00:00;-;2301601 000001/2022
DC-017/2022;9342933;Andamento;;2023-08-03 00:00:00;-;2301520 000010/2022
DC-019/2021;9309937;Andamento;;2022-06-23 00:00:00;-;2301520 000026/2021
DM-22.006/2019-C;9220725;Andamento;;2022-10-01 00:00:00;-;2301762 000043/2017
PRC-22.016/2018-C;9191367;Andamento;;2021-08-01 00:00:00;-;2301762 000007/2018
DC-008/2023;9385831;Andamento;;2023-05-25 00:00:00;-;2301520 000046/2022
DI-22.001/2020;9241566;Andamento;;2021-12-28 00:00:00;-;2301520 000003/2019
PRC-22.026/2017-D;9162813;Andamento;;2022-02-19 00:00:00;-;2301762 000029/2017
DC-003/2023;9373305;Andamento;;2023-04-03 00:00:00;-;2301520 000039/2022
DC-027/2022;9372566;Andamento;;2023-04-03 00:00:00;-;2301520 000041/2022
DC-014/2022;9345034;Andamento;;2023-04-11 00:00:00;-;2301520 000008/2022
PRC-24.010/2018-E;9192645;Andamento;;2023-07-01 00:00:00;-;2301762 000002/2017
DM-023/2021;9293762;Andamento;;2022-02-01 00:00:00;-;2301762 000061/2021
DC-015/2022;9337919;Andamento;;2022-07-11 00:00:00;-;2301520 000007/2022
DC-001/2022;9344057;Andamento;;2022-07-11 00:00:00;-;2301520 000029/2021
DM-002/2021;9286072;Andamento;;2021-07-05 00:00:00;-;2301762 000048/2021
DC-014/2021;9301504;Andamento;;2021-11-18 00:00:00;-;2301520 000025/2021
DM-22.012/2020-C;9245580;Andamento;;2023-03-24 00:00:00;-;2301762 000043/2019
PRC-22.043/2017-D;9178156;Andamento;;2022-06-01 00:00:00;-;2301762 000034/2017
PRC-22.035/2017-C;9178157;Andamento;;2021-03-01 00:00:00;-;2301762 000030/2017
DC-015/2021;9301435;Andamento;;2021-11-18 00:00:00;-;2301520 000022/2021
DM-011/2021;9292941;Andamento;;2021-10-15 00:00:00;-;2301762 000013/2021
PRC-22.015/2017-D;9149725;Andamento;;2021-09-01 00:00:00;-;2301762 000020/2017
PRC-22.032/2017-D;9170558;Andamento;;2021-12-21 00:00:00;-;2301762 000052/2017
DP-009/2023;9386090;Andamento;;2023-07-03 00:00:00;-;2301601 000004/2023
PRC-22.041/2017-C;9176459;Andamento;;2021-02-01 00:00:00;-;2301762 000049/2017
DM-22.005/2020-A;9245589;Andamento;;2021-04-06 00:00:00;-;2301762 000038/2019
DM-008/2021;9290345;Andamento;;2021-09-01 00:00:00;-;2301762 000072/2021
PRC-22.017/2017-D;9159040;Andamento;;2021-10-02 00:00:00;-;2301762 000062/2017
DC-017/2022;9342933;Andamento;;2022-07-05 00:00:00;-;2301520 000010/2022
DM-008/2022;9324272;Andamento;;2022-02-24 00:00:00;-;2301762 000028/2022
DC-014/2021;9301504;Andamento;;2022-11-28 00:00:00;-;2301520 000025/2021
DC-22.020/2020;9261490;Andamento;;2021-09-27 00:00:00;-;2301520 000001/2020
PRC-22.030/2017-D;9164794;Andamento;;2022-03-01 00:00:00;-;2301762 000066/2017
DM-018/2022;9337142;Andamento;;2022-05-11 00:00:00;-;2301762 000039/2021
DC-014/2021;9301504;Andamento;;2022-05-25 00:00:00;-;2301520 000025/2021
DOV-004/2021;9292043;Andamento;;2021-09-13 00:00:00;-;2301901 000008/2021
PRC-22.027/2017-D;9162815;Andamento;;2022-04-02 00:00:00;-;2301762 000040/2017
DC-22.013/2020;9261337;Andamento;;2022-08-22 00:00:00;-;2301520 000002/2020
DM-22.004/2020-A;9245547;Andamento;;2021-03-19 00:00:00;-;2301762 000039/2019
PRC-22.017/2018-C;9192575;Andamento;;2021-07-01 00:00:00;-;2301762 000005/2018
ASG-003/2021;9318266;Andamento;;2022-03-15 00:00:00;-;2301931 000002/2021
DC-011/2021;9291848;Andamento;;2021-09-15 00:00:00;-;2301520 000007/2021
DM-22.010/2019-B;9241241;Andamento;;2022-01-27 00:00:00;-;2301762 000019/2019
DC-020/2021;9317793;Andamento;;2022-05-15 00:00:00;-;1301608 000002/2021
PRC-22.038/2017-C;9178085;Andamento;;2021-06-01 00:00:00;-;2301762 000051/2017
DM-22.010/2020-B;9245749;Andamento;;2022-08-03 00:00:00;-;2301762 000022/2019
DC-022/2022;9371865;Andamento;;2023-03-06 00:00:00;-;2301520 000032/2022
DC-22.015/2020;9262781;Andamento;;2021-11-26 00:00:00;-;1301608 000009/2020
DM-014/2022;9332216;Andamento;;2022-05-10 00:00:00;-;2301762 000034/2021
DC-22.019/2020;9261489;Andamento;;2022-06-27 00:00:00;-;2301520 000008/2020
DC-023/2022;9350490;Andamento;;2022-11-21 00:00:00;-;2301520 000024/2022
DM-026/2022;9344472;Andamento;;2023-05-02 00:00:00;-;2301762 000053/2021
DM-040/2022;9372557;Andamento;;2023-05-02 00:00:00;-;2301762 000043/2022
DM-017/2022;9332667;Andamento;;2023-05-02 00:00:00;-;2301762 000041/2021
DC-017/2021;9300461;Andamento;;2021-11-09 00:00:00;-;2301520 000020/2021
DM-024/2022;9341452;Andamento;;2022-06-21 00:00:00;-;2301762 000031/2022
DOV-003/2022;9344739;Andamento;;2022-08-09 00:00:00;-;2301901 000009/2021
DM-22.011/2020-A;9245717;Andamento;;2021-04-07 00:00:00;-;2301762 000040/2019
DM-015/2022;9333334;Andamento;;2022-05-16 00:00:00;-;2301762 000036/2021
DM-036/2022;9361882;Andamento;;2023-03-13 00:00:00;-;2301762 000026/2022
DM-22.006/2020-A;9245561;Andamento;;2021-04-01 00:00:00;-;2301762 000046/2019
DP-002/2022;9370793;Andamento;;2023-02-06 00:00:00;-;2301601 000002/2022
DC-009/2023;9388658;Andamento;;2023-06-05 00:00:00;-;2301520 000020/2022
DC-22.024/2020;9291650;Andamento;;2021-09-01 00:00:00;-;2301520 000011/2020
DC-009/2021;9288096;Andamento;;2021-09-01 00:00:00;-;2301520 000014/2021
DM-016/2022;9333352;Andamento;;2022-05-16 00:00:00;-;2301762 000033/2021
DC-019/2021;9309937;Andamento;;2022-09-19 00:00:00;-;2301520 000026/2021
PRC-22.011/2018;9187320;Andamento;;2021-01-28 00:00:00;-;2301520 000001/2018
PRC-22.011/2018;9187320;Andamento;;2021-07-01 00:00:00;-;2301520 000001/2018
DP-002/2021;9291973;Andamento;;2022-01-18 00:00:00;-;2301601 000003/2020
PRC-24.010/2018-D;9192645;Andamento;;2022-07-01 00:00:00;-;2301762 000002/2017
DC-005/2023;9382509;Andamento;;2023-04-17 00:00:00;-;2301520 000050/2022
PRC-24.014/2018;9292318;Andamento;;2024-04-02 00:00:00;-;2301601 000005/2017
DM-028/2021;9310082;Andamento;;2021-12-01 00:00:00;-;2301762 000032/2021
DC-021/2021;9321273;Andamento;;2022-02-15 00:00:00;-;2301520 000027/2021
DM-010/2022;9333318;Andamento;;2022-05-06 00:00:00;-;2301762 000009/2021
DOV-002/2022;9344727;Andamento;;2022-08-09 00:00:00;-;2301901 000009/2021
DC-015/2021;9301435;Andamento;;2023-02-20 00:00:00;-;2301520 000022/2021
PRC-22.004/2017;9243278;Andamento;;2023-06-20 00:00:00;-;2301520 000040/2014
DP-24.007/2020;9275619;Andamento;;2021-05-17 00:00:00;-;2301601 000001/2020
DM-034/2021;9318435;Andamento;;2022-02-01 00:00:00;-;2301762 000066/2021
DP-018/2023;9386098;Andamento;;2023-07-24 00:00:00;-;2301601 000004/2023
DC-018/2021;9318278;Andamento;;2022-03-03 00:00:00;-;1301608 000001/2021
DC-22.019/2020;9261489;Andamento;;2022-03-25 00:00:00;-;2301520 000008/2020
DC-22.013/2020;9261337;Andamento;;2022-03-25 00:00:00;-;2301520 000002/2020
DM-22.003/2020-C;9245004;Andamento;;2023-03-18 00:00:00;-;2301762 000044/2019
DC-025/2022;9388867;Andamento;;2023-06-07 00:00:00;-;2301520 000021/2022
DM-001/2022;9472756;Andamento;;2022-05-04 00:00:00;-;2301762 000079/2021
DM-027/2022;9344558;Andamento;;2022-07-26 00:00:00;-;2301762 000040/2019
DM-001/2023;9372553;Andamento;;2023-05-02 00:00:00;-;2301762 000042/2022
DOV-001/2022;9344722;Andamento;;2022-08-09 00:00:00;-;2301901 000009/2021
DC-014/2022;9345034;Andamento;;2022-08-22 00:00:00;-;2301520 000008/2022
PRC-22.018/2017-E;9159015;Andamento;;2022-10-02 00:00:00;-;2301762 000044/2017
DM-011/2022;9334357;Andamento;;2023-01-02 00:00:00;-;2301762 000086/2021
DF-012/2021-A;9287985;Andamento;;2023-04-03 00:00:00;-;2301403 000004/2021
PRC-22.028/2017-D;9164466;Andamento;;2022-03-01 00:00:00;-;2301762 000038/2017
DM-035/2021;9315888;Andamento;;2022-05-17 00:00:00;-;2301762 000074/2021
PRC-22.015/2017-E;9149725;Andamento;;2022-09-01 00:00:00;-;2301762 000020/2017
ATA RP-LOTE 6;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 5;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
DM-038/2022;9361918;Andamento;;2023-05-02 00:00:00;-;2301762 000037/2022
PRC-22.034/2017-C;9174578;Andamento;;2020-12-21 00:00:00;-;2301762 000047/2017
DC-012/2021;9292906;Andamento;;2021-10-01 00:00:00;-;2301520 000019/2021
DM-025/2021;9299246;Andamento;;2022-03-01 00:00:00;-;2301762 000056/2021
DM-22.008/2020-B;9245549;Andamento;;2022-04-01 00:00:00;-;2301762 000036/2019
DM-22.005/2020-B;9245589;Andamento;;2022-04-06 00:00:00;-;2301762 000038/2019
DM-22.010/2020-C;9245749;Andamento;;2023-08-03 00:00:00;-;2301762 000022/2019
DC-018/2022;9344786;Andamento;;2023-06-26 00:00:00;-;2301520 000015/2022
DM-22.003/2020-B;9245004;Andamento;;2022-03-18 00:00:00;-;2301762 000044/2019
DM-021/2022;9332670;Andamento;;2022-05-09 00:00:00;-;2301762 000054/2021
DM-035/2022;9362131;Andamento;;2023-05-02 00:00:00;-;2301762 000041/2022
DM-006/2022;9324278;Andamento;;2022-02-24 00:00:00;-;2301762 000007/2022
PRC-22.026/2017-E;9162813;Andamento;;2023-02-19 00:00:00;-;2301762 000029/2017
ASG-001/2021;9288131;Andamento;;2021-08-06 00:00:00;-;2301403 000009/2021
PRC-22.018/2017-C;9159015;Andamento;;2020-10-02 00:00:00;-;2301762 000044/2017
PRC-22.032/2017-B;9170558;Andamento;;2019-12-21 00:00:00;-;2301762 000052/2017
PRC-22.042/2017-B;9176829;Andamento;;2019-12-28 00:00:00;-;2301762 000056/2017
PRC-22.029/2017-B;9164650;Andamento;;2020-02-01 00:00:00;-;2301762 000033/2017
PRC-22.037/2017-B;9178130;Andamento;;2020-03-01 00:00:00;-;2301762 000048/2017
PRC-22.004/2017;9243278;Andamento;;2020-03-17 00:00:00;-;2301520 000040/2014
PRC-22.043/2017-B;9178156;Andamento;;2020-06-01 00:00:00;-;2301762 000034/2017
DI-22.001/2020;9241566;Andamento;;2020-03-12 00:00:00;-;2301520 000003/2019
DM-22.008/2020;9245549;Andamento;;2020-04-01 00:00:00;-;2301762 000036/2019
PRC-22.026/2017-B;9162813;Andamento;;2020-02-19 00:00:00;-;2301762 000029/2017
PRC-22.017/2017-C;9159040;Andamento;;2020-10-02 00:00:00;-;2301762 000062/2017
DM-22.007/2020;9245548;Andamento;;2020-04-01 00:00:00;-;2301762 000037/2019
DM-22.012/2020;9245580;Andamento;;2020-03-24 00:00:00;-;2301762 000043/2019
PRC-22.013/2018-B;9187441;Andamento;;2020-06-01 00:00:00;-;2301762 000001/2018
PRC-22.016/2018-B;9191367;Andamento;;2020-08-01 00:00:00;-;2301762 000007/2018
PRC-22.019/2017-C;9159186;Andamento;;2020-10-02 00:00:00;-;2301762 000041/2017
PRC-22.020/2017-C;9161359;Andamento;;2020-10-02 00:00:00;-;2301762 000026/2017
DM-22.005/2019;9220723;Andamento;;2020-10-20 00:00:00;-;2301762 000005/2019
PRC-22.003/2019;9218745;Andamento;;2020-11-16 00:00:00;-;2301520 000001/2019
PRC-29.007/2017-B;Concluído;Andamento;;2020-12-01 00:00:00;-;2301762 000016/2017
DM-22.006/2019-A;9220725;Andamento;;2020-10-01 00:00:00;-;2301762 000043/2017
PRC-22.004/2017;9243278;Andamento;;2018-06-20 00:00:00;-;2301520 000040/2014
PRC-22.011/2018;9187320;Andamento;;2020-09-01 00:00:00;-;2301520 000001/2018
DC-22.020/2020;9261490;Andamento;;2020-09-14 00:00:00;-;2301520 000001/2020
DM-22.004/2020;9245547;Andamento;;2020-03-19 00:00:00;-;2301762 000039/2019
DM-22.005/2020;9245589;Andamento;;2020-04-06 00:00:00;-;2301762 000038/2019
DM-22.006/2020;9245561;Andamento;;2020-04-01 00:00:00;-;2301762 000046/2019
DM-22.009/2020;9245587;Andamento;;2020-04-06 00:00:00;-;2301762 000042/2019
PRC-22.027/2017-B;9162815;Andamento;;2020-04-02 00:00:00;-;2301762 000040/2017
PRC-22.004/2018-B;9180348;Andamento;;2020-06-01 00:00:00;-;2301762 000050/2017
PRC-29.012/2016-D;9073557;Andamento;;2020-07-12 00:00:00;-;2301403 000052/2015
PRC-22.003/2019;9218745;Andamento;;2020-09-21 00:00:00;-;2301520 000001/2019
DC-22.018/2020;9261488;Andamento;;2020-09-15 00:00:00;-;2301520 000007/2020
PRC-22.031/2017-C;9165579;Andamento;;2020-12-01 00:00:00;-;2301762 000053/2017
PRC-24.010/2013;5825;Andamento;;2020-03-02 00:00:00;-;2301520 000070/2012
DM-22.003/2020;9245004;Andamento;;2020-03-18 00:00:00;-;2301762 000044/2019
DC-22.019/2020;9261489;Andamento;;2020-09-14 00:00:00;-;2301520 000008/2020
DC-22.013/2020;9261337;Andamento;;2020-09-01 00:00:00;-;2301520 000002/2020
PRC-22.030/2017-B;9164794;Andamento;;2020-03-01 00:00:00;-;2301762 000066/2017
PRC-22.035/2017-B;9178157;Andamento;;2020-03-01 00:00:00;-;2301762 000030/2017
DM-22.011/2020;9245717;Andamento;;2020-04-07 00:00:00;-;2301762 000040/2019
PRC-22.038/2017-B;9178085;Andamento;;2020-06-01 00:00:00;-;2301762 000051/2017
PRC-22.023/2018-B;9195627;Andamento;;2020-07-13 00:00:00;-;2301762 000006/2018
PRC-22.038/2012;5740;Andamento;;2020-08-05 00:00:00;-;2301520 000046/2012
DC-22.017/2020;9261336;Andamento;;2020-09-01 00:00:00;-;2301520 000014/2020
PRC-22.003/2019;9218745;Andamento;;2019-05-21 00:00:00;-;2301520 000001/2019
PRC-22.013/2014;6101;Andamento;;2019-11-17 00:00:00;-;2301762 000011/2014
PRC-22.017/2018-B;9192575;Andamento;;2020-07-01 00:00:00;-;2301762 000005/2018
PRC-22.015/2017-C;9149725;Andamento;;2020-09-01 00:00:00;-;2301762 000020/2017
PRC-22.024/2018-B;9195932;Andamento;;2020-10-29 00:00:00;-;2301762 000002/2018
PRC-22.022/2017-C;9162650;Andamento;;2020-11-01 00:00:00;-;2301762 000035/2017
PRC-22.024/2018-A;9195932;Andamento;;2019-10-29 00:00:00;-;2301762 000002/2018
PRC-22.003/2019;9218745;Andamento;;2019-12-02 00:00:00;-;2301520 000001/2019
PRC-22.039/2017-B;9176826;Andamento;;2019-12-28 00:00:00;-;2301762 000054/2017
PRC-22.038/2012;5740;Andamento;;2013-09-03 00:00:00;-;2301520 000046/2012
PRC-22.038/2012;5740;Andamento;;2017-08-01 00:00:00;-;2301520 000046/2012
PRC-29.010/2010-D;5029;Andamento;;2014-07-05 00:00:00;-;2301762 000126/2009
PRC-22.018/2011-C;5475;Andamento;;2014-07-20 00:00:00;-;2301762 000016/2011
PRC-24.010/2013;5825;Andamento;;2013-05-03 00:00:00;-;2301520 000070/2012
PRC-24.010/2013;5825;Andamento;;2017-07-12 00:00:00;-;2301520 000070/2012
PRC-22.024/2013;5859;Andamento;;2017-12-29 00:00:00;-;2301520 000064/2012
PRC-24.010/2013;5825;Paralisado;Caso Fortuito ou Força Maior;2017-06-21 00:00:00;Diretor Geral;2301520 000070/2012
PRC-22.038/2012;5740;Paralisado;Outros tipos de paralisação;2013-12-12 00:00:00;Diretor Geral;2301520 000046/2012
PRC-22.038/2012;5740;Paralisado;Outros tipos de paralisação;2014-02-01 00:00:00;Diretor Geral;2301520 000046/2012
PRC-22.003/2019;9218745;Paralisado;Outros tipos de paralisação;2019-09-16 00:00:00;Diretor Geral;2301520 000001/2019
PRC-22.003/2019;9218745;Paralisado;Outros tipos de paralisação;2020-11-01 00:00:00;Diretor Geral;2301520 000001/2019
PRC-22.024/2013;5859;Paralisado;Outros tipos de paralisação;2019-02-01 00:00:00;Diretor Geral;2301520 000064/2012
PRC-22.003/2019;9218745;Paralisado;Outros tipos de paralisação;2019-12-16 00:00:00;Diretor Geral;2301520 000001/2019
PRC-24.010/2013;5825;Paralisado;Caso Fortuito ou Força Maior;2014-11-15 00:00:00;Diretor Geral;2301520 000070/2012
PRC-22.038/2012;5740;Paralisado;Outros tipos de paralisação;2018-11-01 00:00:00;Diretor Geral;2301520 000046/2012
PRC-22.004/2017;9243278;Paralisado;Outros tipos de paralisação;2018-12-01 00:00:00;Diretor Geral;2301520 000040/2014
PRC-24.010/2013;5825;Paralisado;Caso Fortuito ou Força Maior;2018-12-15 00:00:00;Diretor Geral;2301520 000070/2012
PRC-22.013/2014;6101;Paralisado;Outros tipos de paralisação;2019-02-01 00:00:00;Diretor Geral;2301762 000011/2014
PRC-22.013/2014;6101;Paralisado;Outros tipos de paralisação;2019-12-01 00:00:00;Diretor Geral;2301762 000011/2014
PRC-22.013/2014;6101;Paralisado;Outros tipos de paralisação;2019-09-20 00:00:00;Diretor Geral;2301762 000011/2014
DM-015/2022;9333334;Paralisado;Outros tipos de paralisação;2022-09-01 00:00:00;Diretor Geral;2301762 000036/2021
PRC-22.004/2017;9243278;Paralisado;Caso Fortuito ou Força Maior;2022-04-18 00:00:00;Diretor Geral;2301520 000040/2014
DC-22.024/2020;9291650;Paralisado;Caso Fortuito ou Força Maior;2022-02-01 00:00:00;Diretor Geral;2301520 000011/2020
DC-019/2021;9309937;Paralisado;Caso Fortuito ou Força Maior;2022-10-01 00:00:00;Diretor Geral;2301520 000026/2021
DC-22.015/2020;9262781;Paralisado;Caso Fortuito ou Força Maior;2021-12-01 00:00:00;Diretor Geral;1301608 000009/2020
DI-22.001/2020;9241566;Paralisado;Caso Fortuito ou Força Maior;2021-12-01 00:00:00;Diretor Geral;2301520 000003/2019
DM-014/2022;9332216;Paralisado;Outros tipos de paralisação;2023-01-13 00:00:00;Diretor Geral;2301762 000034/2021
DM-22.014/2020;9262952;Paralisado;Caso Fortuito ou Força Maior;2021-11-16 00:00:00;Diretor Geral;2301462 000001/2020
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2022-05-01 00:00:00;Diretor Geral;2301520 000008/2020
PRC-22.004/2017;9243278;Paralisado;Caso Fortuito ou Força Maior;2022-12-01 00:00:00;Diretor Geral;2301520 000040/2014
DC-014/2021;9301504;Paralisado;Caso Fortuito ou Força Maior;2022-04-18 00:00:00;Diretor Geral;2301520 000025/2021
DM-021/2022;9332670;Paralisado;Outros tipos de paralisação;2022-08-01 00:00:00;Diretor Geral;2301762 000054/2021
DM-031/2022;9345524;Paralisado;Outros tipos de paralisação;2023-04-03 00:00:00;Diretor Geral;2301762 000018/2022
DM-032/2022;9346073;Paralisado;Outros tipos de paralisação;2023-04-10 00:00:00;Diretor Geral;2301762 000012/2022
DC-019/2021;9309937;Paralisado;Caso Fortuito ou Força Maior;2022-09-01 00:00:00;Diretor Geral;2301520 000026/2021
DM-033/2021;9313584;Paralisado;Outros tipos de paralisação;2023-06-10 00:00:00;Diretor Geral;2301762 000065/2021
DC-22.018/2020;9261488;Paralisado;Problemas relacionados à contratada;2021-08-01 00:00:00;Diretor Geral;2301520 000007/2020
DM-013/2021;9292944;Paralisado;Outros tipos de paralisação;2022-11-10 00:00:00;Diretor Geral;2301762 000035/2021
DM - 024/2021;9300467;Paralisado;Outros tipos de paralisação;2023-07-08 00:00:00;Diretor Geral;2301762 000064/2021
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2022-02-01 00:00:00;Diretor Geral;2301520 000008/2020
DM-008/2021;9290345;Paralisado;Outros tipos de paralisação;2022-04-13 00:00:00;Diretor Geral;2301762 000072/2021
DC-013/2021;9292908;Paralisado;Caso Fortuito ou Força Maior;2022-08-01 00:00:00;Diretor Geral;2301520 000016/2021
PRC-22.011/2018;9187320;Paralisado;Contingenciamento de recursos próprios;2021-01-01 00:00:00;Diretor Geral;2301520 000001/2018
DC-011/2022;9336934;Paralisado;Caso Fortuito ou Força Maior;2022-11-05 00:00:00;Diretor Geral;1301608 000004/2021
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2022-03-01 00:00:00;Diretor Geral;2301520 000008/2020
DC-22.013/2020;9261337;Paralisado;Caso Fortuito ou Força Maior;2022-04-18 00:00:00;Diretor Geral;2301520 000002/2020
DM-011/2022;9334357;Paralisado;Outros tipos de paralisação;2023-07-01 00:00:00;Diretor Geral;2301762 000086/2021
DC-22.020/2020;9261490;Paralisado;Problemas relacionados à contratada;2021-08-06 00:00:00;Diretor Geral;2301520 000001/2020
DP-24.007/2020;9275619;Paralisado;Outros tipos de paralisação;2022-03-04 00:00:00;Diretor Geral;2301601 000001/2020
DC-015/2021;9301435;Paralisado;Caso Fortuito ou Força Maior;2022-06-10 00:00:00;Diretor Geral;2301520 000022/2021
DC-009/2022;9337329;Paralisado;Caso Fortuito ou Força Maior;2022-10-01 00:00:00;Diretor Geral;2301520 000004/2022
DM-013/2022;9333110;Paralisado;Outros tipos de paralisação;2022-11-01 00:00:00;Diretor Geral;2301762 000008/2021
DC-017/2022;9342933;Paralisado;Caso Fortuito ou Força Maior;2023-06-28 00:00:00;Diretor Geral;2301520 000010/2022
PRC-22.011/2018;9187320;Paralisado;Contingenciamento de recursos próprios;2021-06-15 00:00:00;Diretor Geral;2301520 000001/2018
DC-22.020/2020;9261490;Paralisado;Contingenciamento de recursos próprios;2021-06-18 00:00:00;Diretor Geral;2301520 000001/2020
DM 014/2021;9292103;Paralisado;Outros tipos de paralisação;2022-02-01 00:00:00;Diretor Geral;2301762 000012/2021
DC-013/2021;9292908;Paralisado;Caso Fortuito ou Força Maior;2022-11-09 00:00:00;Diretor Geral;2301520 000016/2021
DM-013/2021;9292944;Paralisado;Outros tipos de paralisação;2022-04-01 00:00:00;Diretor Geral;2301762 000035/2021
DM-030/2021;9301318;Paralisado;Outros tipos de paralisação;2022-10-17 00:00:00;Diretor Geral;2301762 000021/2021
DM-005/2021;9290304;Paralisado;Outros tipos de paralisação;2022-11-14 00:00:00;Diretor Geral;2301762 000031/2021
