contrato;contrato_siad;status;descricao_do_motivo;data;responsavel;portal_de_compras
DC-002/2023;9388621;Execução concluída;;2025-11-06 00:00:00;-;2301520 000043/2022
DM-011/2024;9421657;Execução concluída;;2026-04-07 00:00:00;-;2301762 000036/2023
DM-018/2024;9424304;Execução concluída;;2026-04-23 00:00:00;-;2301762 000051/2023
DM-016/2024;9424337;Execução concluída;;2026-04-25 00:00:00;-;2301762 000051/2023
DO-001/2021- B;9275590;Execução concluída;;2026-03-31 00:00:00;-;2301901 000003/2021
DM-001/2024-A;9410177;Execução concluída;;2026-02-19 00:00:00;-;2301762 000001/2024
DM-012/2024;9422079;Execução concluída;;2026-04-10 00:00:00;-;2301762 000036/2023
DM-017/2024;9424449;Execução concluída;;2026-05-01 00:00:00;-;2301762 000051/2023
DPEI-004/2024;9416600;Execução concluída;;2026-03-18 00:00:00;-;2301601 000002/2024
DPEI-005/2024;9414322;Execução concluída;;2026-03-10 00:00:00;-;2301601 000002/2024
DPEI-002/2024;9414453;Execução concluída;;2026-03-11 00:00:00;-;2301601 000002/2024
DPEI-001/2024;9414354;Execução concluída;;2026-03-11 00:00:00;-;2301601 000002/2024
DPEI-003/2024;9417600;Execução concluída;;2026-03-25 00:00:00;-;2301601 000002/2024
DPEI-006/2024;9416621;Execução concluída;;2026-03-18 00:00:00;-;2301601 000002/2024
DM-005/2024;9414460;Execução concluída;;2026-03-17 00:00:00;-;2301762 000036/2023
DC-9439921/2024;9439921;Execução concluída;;2026-02-28 00:00:00;-;1301606 000001/2024
DC-017/2023;9406230;Execução concluída;;2025-04-30 00:00:00;-;2301520 000015/2023
DC-018/2023;9408433;Execução concluída;;2025-08-31 00:00:00;-;1301606 000002/2023
PRC-29.008/2017-ANO 4;9149606;Execução concluída;;2025-06-13 00:00:00;-;2301901 000001/2017
DM-014/2022;9332216;Execução concluída;;2023-10-11 00:00:00;-;2301762 000034/2021
DM-015/2022;9333334;Execução concluída;;2023-10-29 00:00:00;-;2301762 000036/2021
PRC-22.024/2018-D;9195932;Execução concluída;;2023-10-28 00:00:00;-;2301762 000002/2018
DP-006/2023;9385568;Execução concluída;;2023-08-31 00:00:00;-;2301601 000019/2022
DC-014/2022;9345034;Execução concluída;;2023-10-26 00:00:00;-;2301520 000008/2022
PRC-22.029/2017-E;9164650;Execução concluída;;2024-01-31 00:00:00;-;2301762 000033/2017
DM-22.003/2020-C;9245004;Execução concluída;;2024-03-17 00:00:00;-;2301762 000044/2019
DM-22.004/2020-C;9245547;Execução concluída;;2024-03-18 00:00:00;-;2301762 000039/2019
DM-014/2023;9393682;Execução concluída;;2024-03-17 00:00:00;-;2301762 000024/2023
DM-22.008/2020-C;9245549;Execução concluída;;2024-03-31 00:00:00;-;2301762 000036/2019
DM-22.007/2020-C;9245548;Execução concluída;;2024-03-31 00:00:00;-;2301762 000037/2019
DOV-001/2022;9344722;Execução concluída;;2024-04-08 00:00:00;-;2301901 000009/2021
PRC-24.001/2019-ANO 6;9222901;Execução concluída;;2025-06-20 00:00:00;-;2301601 000008/2018
DM-021/2023;9406400;Execução concluída;;2025-08-18 00:00:00;-;2301762 000029/2023
DM-003/2024;9412570;Execução concluída;;2025-08-20 00:00:00;-;2301762 000048/2023
DC-022/2023;9430925;Execução concluída;;2025-01-31 00:00:00;-;1301606 000003/2023
DM-9445782/2024;9445782;Execução concluída;;2025-11-30 00:00:00;-;2301762 000114/2024
DM-9445781/2024;9445781;Execução concluída;;2025-11-30 00:00:00;-;2301762 000015/2024
DM-003/2023;9390176;Execução concluída;;2025-12-09 00:00:00;-;2301762 000001/2023
PRC-22.035/2017-E;9178157;Execução concluída;;2024-02-29 00:00:00;-;2301762 000030/2017
DO-001/2021;9275590;Execução concluída;;2023-09-30 00:00:00;-;2301901 000003/2021
PRC-22.019/2017-E;9159186;Execução concluída;;2023-10-01 00:00:00;-;2301762 000041/2017
DM - 024/2021;9300467;Execução concluída;;2023-09-05 00:00:00;-;2301762 000064/2021
DM-035/2021;9315888;Execução concluída;;2023-09-13 00:00:00;-;2301762 000074/2021
PRC-22.004/2017;9243278;Execução concluída;;2023-12-07 00:00:00;-;2301520 000040/2014
PRC-22.040/2017-E;9177986;Execução concluída;;2023-12-28 00:00:00;-;2301762 000037/2017
PRC-22.025/2017-E;9162820;Execução concluída;;2024-02-29 00:00:00;-;2301762 000036/2017
PRC-22.013/2018-E;9187441;Execução concluída;;2024-05-31 00:00:00;-;2301762 000001/2018
DM-040/2022;9372557;Execução concluída;;2024-05-09 00:00:00;-;2301762 000043/2022
DM-030/2022;9345525;Execução concluída;;2024-11-30 00:00:00;-;2301762 000027/2022
DC-003/2023;9373305;Execução concluída;;2024-10-25 00:00:00;-;2301520 000039/2022
DC-027/2022;9372566;Execução concluída;;2025-04-29 00:00:00;-;2301520 000041/2022
DC-9445950/2024;9445950;Execução concluída;;2025-07-17 00:00:00;-;2301520 002220/2024
DOV-004/2022-A;9344750;Execução concluída;;2025-12-08 00:00:00;-;2301901 000009/2021
DOV-003/2022-A;9344739;Execução concluída;;2025-12-08 00:00:00;-;2301901 000009/2021
DC-010/2023;9389500;Execução concluída;;2026-01-31 00:00:00;-;2301520 000003/2023
DC-008/2023;9385831;Execução concluída;;2026-01-31 00:00:00;-;2301520 000046/2022
DM-028/2021;9310082;Execução concluída;;2023-08-31 00:00:00;-;2301762 000032/2021
DOV-005/2022;9344755;Execução concluída;;2024-04-08 00:00:00;-;2301901 000009/2021
PRC-24.010/2018-E;9192645;Execução concluída;;2024-06-30 00:00:00;-;2301762 000002/2017
DM-015/2023;9394312;Execução concluída;;2024-11-13 00:00:00;-;2301762 000023/2023
DM-019/2024;9424377;Execução concluída;;2024-11-30 00:00:00;-;2301762 000045/2023
DM-22.007/2020-D;9245548;Execução concluída;;2025-03-31 00:00:00;-;2301762 000037/2019
PRC-22.038/2012;5740;Execução concluída;;2024-03-23 00:00:00;-;2301520 000046/2012
DC-9447109/2024;9447109;Execução concluída;;2025-02-24 00:00:00;-;2301520 000021/2024
DM-028/2023;9408646;Execução concluída;;2025-02-01 00:00:00;-;2301762 000027/2023
DM-22.004/2020-D;9245547;Execução concluída;;2025-03-18 00:00:00;-;2301762 000039/2019
DM-22.012/2020-D;9245580;Execução concluída;;2025-03-23 00:00:00;-;2301762 000043/2019
DM-22.011/2020-D;9245717;Execução concluída;;2025-04-06 00:00:00;-;2301762 000040/2019
DPEI - 028/2023;9393495;Execução concluída;;2025-08-31 00:00:00;-;2301601 000007/2023
DC-9445592/2024;9445592;Execução concluída;;2025-08-16 00:00:00;-;2301520 002220/2024
DC-005/2024;9422256;Execução concluída;;2025-06-30 00:00:00;-;2301520 000025/2023
PRC-24.005/2018;9181680;Execução concluída;;2025-12-31 00:00:00;-;2301520 000013/2017
DM-028/2023-A;9408646;Execução concluída;;2026-02-01 00:00:00;-;2301762 000027/2023
DM-22.006/2019-C;9220725;Execução concluída;;2023-09-30 00:00:00;-;2301762 000043/2017
ASG-001/2021;9288131;Execução concluída;;2024-03-31 00:00:00;-;2301403 000009/2021
DOV-003/2022;9344739;Execução concluída;;2024-04-08 00:00:00;-;2301901 000009/2021
ATA RP-LOTE 3;Registro de Preços;Execução concluída;;2024-03-06 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 2;Registro de Preços;Execução concluída;;2024-03-07 00:00:00;-;2301601 000001/2023
PRC-22.038/2017-E;9178085;Execução concluída;;2024-05-31 00:00:00;-;2301762 000051/2017
ATA RP-LOTE 6;Registro de Preços;Execução concluída;;2024-03-06 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 1;Registro de Preços;Execução concluída;;2024-03-07 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 4;Registro de Preços;Execução concluída;;2024-03-06 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 5;Registro de Preços;Execução concluída;;2024-03-06 00:00:00;-;2301601 000001/2023
PRC-22.043/2017-E;9178156;Execução concluída;;2024-05-31 00:00:00;-;2301762 000034/2017
DOV-002/2022;9344727;Execução concluída;;2024-04-08 00:00:00;-;2301901 000009/2021
PRC-22.004/2018-E;9180348;Execução concluída;;2024-05-31 00:00:00;-;2301762 000050/2017
DM-037/2022;9372474;Execução concluída;;2024-05-01 00:00:00;-;2301762 000033/2022
DM-013/2023;9402067;Execução concluída;;2024-06-30 00:00:00;-;2301762 000013/2023
DM-022/2023;9408657;Execução concluída;;2024-07-08 00:00:00;-;2301762 000031/2023
PRC-22.016/2018-E;9191367;Execução concluída;;2024-07-31 00:00:00;-;2301762 000007/2018
DM-019/2023;9401399;Execução concluída;;2024-11-30 00:00:00;-;2301762 000028/2023
DM-030/2023;9408491;Execução concluída;;2024-12-28 00:00:00;-;2301762 000027/2023
DM-017/2023;9400451;Execução concluída;;2024-12-21 00:00:00;-;2301762 000019/2023
PRC-24.004/2019;9288233;Execução concluída;;2025-10-30 00:00:00;-;2301601 000009/2018
DM-22.010/2019-D;9241241;Execução concluída;;2025-01-26 00:00:00;-;2301762 000019/2019
DP-003/2023;9375591;Execução concluída;;2025-12-31 00:00:00;-;2301601 000007/2022
DC-012/2022;9344198;Execução concluída;;2023-09-30 00:00:00;-;2301520 000001/2022
DM-026/2023-A;9407068;Execução concluída;;2025-12-28 00:00:00;-;2301762 000027/2023
DM-038/2022;9361918;Execução concluída;;2024-06-30 00:00:00;-;2301762 000037/2022
DC-006/2024;9422285;Execução concluída;;2025-10-31 00:00:00;-;2301520 000016/2023
DC-023/2022;9350490;Execução concluída;;2023-09-16 00:00:00;-;2301520 000024/2022
DC-005/2023;9382509;Execução concluída;;2024-08-29 00:00:00;-;2301520 000050/2022
DM-002/2024-A;9410208;Execução concluída;;2026-02-18 00:00:00;-;2301762 000027/2023
DOV-002/2022-A;9344727;Execução concluída;;2025-12-08 00:00:00;-;2301901 000009/2021
DM-22.006/2019-D;9220725;Execução concluída;;2024-09-30 00:00:00;-;2301762 000043/2017
PRC-22.022/2017-E;9162650;Execução concluída;;2023-10-31 00:00:00;-;2301762 000035/2017
DM-002/2024;9410208;Execução concluída;;2025-02-18 00:00:00;-;2301762 000027/2023
DM-22.005/2020-D;9245589;Execução concluída;;2025-04-05 00:00:00;-;2301762 000038/2019
DP-004/2022;9371336;Execução concluída;;2025-04-30 00:00:00;-;2301601 000006/2022
DC-9448965/2025;9448965;Execução concluída;;2025-11-30 00:00:00;-;2301520 000025/2024
DM-033/2021;9313584;Execução concluída;;2023-08-31 00:00:00;-;2301762 000065/2021
DM-027/2021;9299234;Execução concluída;;2023-09-19 00:00:00;-;2301762 000030/2021
DM-005/2023;9390196;Execução concluída;;2024-07-31 00:00:00;-;2301762 000001/2023
PRC-22.023/2018-E;9195627;Execução concluída;;2024-07-12 00:00:00;-;2301762 000006/2018
DM-029/2023;9408476;Execução concluída;;2024-12-28 00:00:00;-;2301762 000027/2023
DC-004/2024;9429715;Execução concluída;;2025-10-15 00:00:00;-;2301520 000020/2023
DER-30.014/2025;Concluído;Execução concluída;;2025-09-30 00:00:00;-;Não Disponível
DC-026/2022;9417573;Execução concluída;;2025-10-22 00:00:00;-;2301520 000022/2022
DC-9441355/2024 ;9441355;Execução concluída;;2025-11-09 00:00:00;-;2301520 000014/2024
DM-029/2023-A;9408476;Execução concluída;;2025-12-28 00:00:00;-;2301762 000027/2023
PRC-22.018/2017-E;9159015;Execução concluída;;2023-10-01 00:00:00;-;2301762 000044/2017
DM-006/2023;9390595;Execução concluída;;2023-10-31 00:00:00;-;2301762 000008/2023
PRC-22.033/2017-E;9169945;Execução concluída;;2023-12-20 00:00:00;-;2301762 000055/2017
DM-22.010/2019-C;9241241;Execução concluída;;2024-01-26 00:00:00;-;2301762 000019/2019
DP-008/2023;9386087;Execução concluída;;2024-10-23 00:00:00;-;2301601 000004/2023
DP-018/2023;9386098;Execução concluída;;2024-10-13 00:00:00;-;2301601 000004/2023
DM-020/2023;9402596;Execução concluída;;2025-04-27 00:00:00;-;2301762 000022/2023
DM-009/2022-B;9327308;Execução concluída;;2025-04-04 00:00:00;-;2301762 000087/2021
PRC-22.041/2017-E;9176459;Execução concluída;;2024-01-31 00:00:00;-;2301762 000049/2017
DC-003/2022;9321339;Execução concluída;;2024-10-31 00:00:00;-;2301520 000028/2021
DC-015/2023;9405799;Execução concluída;;2024-10-31 00:00:00;-;2301520 000013/2023
DM-031/2022;9345524;Execução concluída;;2024-05-31 00:00:00;-;2301762 000018/2022
DM-016/2023;9394322;Execução concluída;;2024-09-30 00:00:00;-;2301762 000025/2023
DC-019/2023;9407817;Execução concluída;;2025-01-31 00:00:00;-;2301520 000021/2023
DM-013/2024;9423384;Execução concluída;;2025-01-31 00:00:00;-;2301762 000049/2023
DC-012/2023;9473175;Execução concluída;;2023-10-31 00:00:00;-;2301520 000007/2023
DM-22.005/2020-C;9245589;Execução concluída;;2024-04-05 00:00:00;-;2301762 000038/2019
DOV-004/2022;9344750;Execução concluída;;2024-04-08 00:00:00;-;2301901 000009/2021
DM-22.010/2020-C;9245749;Execução concluída;;2024-08-02 00:00:00;-;2301762 000022/2019
DM-031/2023;9410175;Execução concluída;;2025-02-14 00:00:00;-;2301762 000041/2023
DOV-001/2021-A;9292037;Execução concluída;;2025-06-12 00:00:00;-;2301901 000008/2021
DOV-002/2021-A;9292040;Execução concluída;;2025-06-12 00:00:00;-;2301901 000008/2021
DOV-003/2021-A;9292042;Execução concluída;;2025-06-12 00:00:00;-;2301901 000008/2021
DOV-004/2021-A;9292043;Execução concluída;;2025-06-12 00:00:00;-;2301901 000008/2021
DM-004/2024;9413969;Execução concluída;;2024-07-31 00:00:00;-;2301762 000046/2023
DC-013/2022;9385834;Execução concluída;;2024-09-30 00:00:00;-;2301520 000009/2022
DM-002/2023;9377832;Execução concluída;;2024-09-18 00:00:00;-;2301762 000071/2022
DM-026/2023;9407068;Execução concluída;;2024-12-28 00:00:00;-;2301762 000027/2023
DC-011/2022;9336934;Execução concluída;;2024-10-28 00:00:00;-;1301608 000004/2021
DC-020/2023;9411269;Execução concluída;;2025-09-08 00:00:00;-;2301520 000019/2023
PRC-22.020/2017-E;9161359;Execução concluída;;2023-10-01 00:00:00;-;2301762 000026/2017
DM-026/2022;9344472;Execução concluída;;2023-09-30 00:00:00;-;2301762 000053/2021
PRC-22.017/2017-E;9159040;Execução concluída;;2023-10-01 00:00:00;-;2301762 000062/2017
DC-010/2022;9337330;Execução concluída;;2023-10-14 00:00:00;-;2301520 000003/2022
DM-22.012/2020-C;9245580;Execução concluída;;2024-03-23 00:00:00;-;2301762 000043/2019
DOV-003/2021;9292042;Execução concluída;;2024-03-12 00:00:00;-;2301901 000008/2021
DOV-001/2021;9292037;Execução concluída;;2024-03-12 00:00:00;-;2301901 000008/2021
PRC-29.008/2017-B;9149606;Execução concluída;;2024-08-12 00:00:00;-;2301901 000001/2017
DM-006/2024;9414641;Execução concluída;;2025-04-13 00:00:00;-;2301762 000050/2023
DC-010/2024;9426807;Execução concluída;;2025-08-31 00:00:00;-;2301520 000029/2023
DC-021/2021;9321273;Execução concluída;;2023-11-30 00:00:00;-;2301520 000027/2021
DM-008/2023;9391551;Execução concluída;;2024-05-11 00:00:00;-;2301762 000014/2023
DM-009/2023;9392817;Execução concluída;;2024-08-04 00:00:00;-;2301762 000018/2023
DP-001/2022;9340393;Execução concluída;;2025-04-30 00:00:00;-;1301606 000001/2021
AMA-9461425/2025;9461425;Execução concluída;;2025-09-14 00:00:00;-;2301617 000002/2025
DM-004/2023;9390187;Execução concluída;;2025-09-30 00:00:00;-;2301762 000001/2023
DM-030/2023-A;9408491;Execução concluída;;2025-12-28 00:00:00;-;2301762 000027/2023
DM-22.010/2019-E;9241241;Execução concluída;;2025-12-31 00:00:00;-;2301762 000019/2019
PRC-22.030/2017-E;9164794;Execução concluída;;2024-02-29 00:00:00;-;2301762 000066/2017
DC-018/2021;9318278;Execução concluída;;2024-02-29 00:00:00;-;1301608 000001/2021
DP-010/2023;9386090;Execução concluída;;2024-04-12 00:00:00;-;2301601 000004/2023
DM-033/2022;9346265;Execução concluída;;2024-10-21 00:00:00;-;2301762 000020/2022
DM-023/2023;9408490;Execução concluída;;2024-10-11 00:00:00;-;2301762 000007/2023
DP-016/2023;9386096;Execução concluída;;2024-10-22 00:00:00;-;2301601 000004/2023
PRC-22.026/2017-E;9162813;Execução concluída;;2024-02-18 00:00:00;-;2301762 000029/2017
DC-028/2022;9378009;Execução concluída;;2024-04-30 00:00:00;-;2301520 000047/2022
DM-018/2023;9400070;Execução concluída;;2024-08-12 00:00:00;-;2301762 000026/2023
DM-017/2022;9332667;Execução concluída;;2023-08-31 00:00:00;-;2301762 000041/2021
PRC-22.027/2017-E;9162815;Execução concluída;;2024-04-01 00:00:00;-;2301762 000040/2017
DM-22.011/2020-C;9245717;Execução concluída;;2024-04-06 00:00:00;-;2301762 000040/2019
DC-017/2022;9342933;Execução concluída;;2024-01-31 00:00:00;-;2301520 000010/2022
DM-009/2022-A;9327308;Execução concluída;;2024-04-04 00:00:00;-;2301762 000087/2021
DM-22.009/2020-C;9245587;Execução concluída;;2024-04-05 00:00:00;-;2301762 000042/2019
DM-011/2023;9392828;Execução concluída;;2024-04-30 00:00:00;-;2301762 000017/2023
DC-020/2021;9317793;Execução concluída;;2024-04-25 00:00:00;-;1301608 000002/2021
DC-006/2023;9385564;Execução concluída;;2024-06-24 00:00:00;-;1301608 000002/2022
PRC-22.024/2018-E;9195932;Execução concluída;;2024-10-28 00:00:00;-;2301762 000002/2018
DP-014/2023;9386094;Execução concluída;;2024-11-04 00:00:00;-;2301601 000004/2023
DG/AMA-009436677/2024;9436677;Execução concluída;;2024-11-30 00:00:00;-;2301617 000002/2024
DP-015/2023;9386095;Execução concluída;;2024-11-22 00:00:00;-;2301601 000004/2023
DP-017/2023;9386097;Execução concluída;;2024-11-09 00:00:00;-;2301601 000004/2023
DM-22.003/2020-D;9245004;Execução concluída;;2025-03-17 00:00:00;-;2301762 000044/2019
DM-22.008/2020-D;9245549;Execução concluída;;2025-03-31 00:00:00;-;2301762 000036/2019
DF-012/2021-A;9287985;Execução concluída;;2024-11-30 00:00:00;-;2301403 000004/2021
PRC-22.017/2018-E;9192575;Execução concluída;;2024-06-30 00:00:00;-;2301762 000005/2018
DC-013/2023;9402069;Execução concluída;;2025-06-30 00:00:00;-;2301520 000006/2023
DM-025/2023-A;9422078;Execução concluída;;2025-12-28 00:00:00;-;2301762 000027/2023
DM-035/2022;9362131;Execução concluída;;2023-08-31 00:00:00;-;2301762 000041/2022
DM-013/2022;9333110;Execução concluída;;2023-08-31 00:00:00;-;2301762 000008/2021
DM-012/2023;9393554;Execução concluída;;2023-11-30 00:00:00;-;2301762 000005/2023
PRC-22.031/2017-E;9165579;Execução concluída;;2023-11-30 00:00:00;-;2301762 000053/2017
DM-007/2023;9394628;Execução concluída;;2023-11-30 00:00:00;-;2301762 000012/2023
DM-010/2023;9392809;Execução concluída;;2023-11-30 00:00:00;-;2301762 000009/2023
DM-025/2022;9372037;Execução concluída;;2023-11-01 00:00:00;-;2301762 000052/2021
DM-011/2022;9334357;Execução concluída;;2023-11-24 00:00:00;-;2301762 000086/2021
DC-004/2022;9327456;Execução concluída;;2023-02-11 00:00:00;-;1301608 000003/2021
DM-22.009/2020-D;9245587;Execução concluída;;2025-04-05 00:00:00;-;2301762 000042/2019
PRC-24.001/2019-ANO 5;9222901;Execução concluída;;2024-10-15 00:00:00;-;2301601 000008/2018
DP-013/2023;9386093;Execução concluída;;2024-10-16 00:00:00;-;2301601 000004/2023
DP-009/2023;9386090;Execução concluída;;2024-10-16 00:00:00;-;2301601 000004/2023
DC-22.020/2020;9261490;Execução concluída;;2021-10-10 00:00:00;-;2301520 000001/2020
DC-22.019/2020;9261489;Execução concluída;;2022-06-30 00:00:00;-;2301520 000008/2020
DM-023/2022;9341515;Execução concluída;;2022-07-08 00:00:00;-;2301762 000030/2022
DM-22.012/2020;9245580;Execução concluída;;2021-03-23 00:00:00;-;2301762 000043/2019
DM-001/2021;9472752;Execução concluída;;2021-09-30 00:00:00;-;2301762 000012/2020
DM-023/2021;9293762;Execução concluída;;2022-12-31 00:00:00;-;2301762 000061/2021
PRC-22.018/2017-C;9159015;Execução concluída;;2021-10-01 00:00:00;-;2301762 000044/2017
DM-22.011/2020-A;9245717;Execução concluída;;2022-04-06 00:00:00;-;2301762 000040/2019
DM-006/2022;9324278;Execução concluída;;2022-06-23 00:00:00;-;2301762 000007/2022
PRC-24.010/2013;5825;Execução concluída;;2022-07-03 00:00:00;-;2301520 000070/2012
DM-22.007/2020-B;9245548;Execução concluída;;2023-03-31 00:00:00;-;2301762 000037/2019
DM-22.004/2020-B;9245547;Execução concluída;;2023-03-18 00:00:00;-;2301762 000039/2019
DM-013/2021;9292944;Execução concluída;;2023-03-31 00:00:00;-;2301762 000035/2021
DM-22.003/2020-B;9245004;Execução concluída;;2023-03-17 00:00:00;-;2301762 000044/2019
DM-22.008/2020-B;9245549;Execução concluída;;2023-03-31 00:00:00;-;2301762 000036/2019
DM-22.012/2020-B;9245580;Execução concluída;;2023-03-23 00:00:00;-;2301762 000043/2019
PRC-22.027/2017-D;9162815;Execução concluída;;2023-04-01 00:00:00;-;2301762 000040/2017
DM-004/2022;9326050;Execução concluída;;2023-04-30 00:00:00;-;2301762 000075/2021
PRC-22.038/2017-D;9178085;Execução concluída;;2023-05-31 00:00:00;-;2301762 000051/2017
PRC-22.004/2018-D;9180348;Execução concluída;;2023-05-31 00:00:00;-;2301762 000050/2017
DM-029/2021;9310922;Execução concluída;;2023-11-30 00:00:00;-;2301762 000025/2021
PRC-22.013/2018-D;9187441;Execução concluída;;2023-05-31 00:00:00;-;2301762 000001/2018
DC-015/2022;9337919;Execução concluída;;2023-05-31 00:00:00;-;2301520 000007/2022
PRC-22.017/2018-D;9192575;Execução concluída;;2023-06-30 00:00:00;-;2301762 000005/2018
PRC-24.010/2018-D;9192645;Execução concluída;;2023-06-30 00:00:00;-;2301762 000002/2017
PRC-22.016/2018-D;9191367;Execução concluída;;2023-07-31 00:00:00;-;2301762 000007/2018
PRC-22.023/2018-D;9195627;Execução concluída;;2023-07-12 00:00:00;-;2301762 000006/2018
DC-019/2021;9309937;Execução concluída;;2022-11-16 00:00:00;-;2301520 000026/2021
DM-002/2022;9321396;Execução concluída;;2023-03-31 00:00:00;-;2301762 000084/2021
PRC-22.028/2017-C;9164466;Execução concluída;;2022-02-28 00:00:00;-;2301762 000038/2017
PRC-22.043/2017-D;9178156;Execução concluída;;2023-05-31 00:00:00;-;2301762 000034/2017
PRC-22.042/2017-B;9176829;Execução concluída;;2020-12-27 00:00:00;-;2301762 000056/2017
PRC-22.026/2017-B;9162813;Execução concluída;;2021-02-18 00:00:00;-;2301762 000029/2017
PRC-22.030/2017-B;9164794;Execução concluída;;2021-02-28 00:00:00;-;2301762 000066/2017
PRC-22.037/2017-B;9178130;Execução concluída;;2021-02-28 00:00:00;-;2301762 000048/2017
DM-22.006/2020-A;9245561;Execução concluída;;2022-03-31 00:00:00;-;2301762 000046/2019
DM-22.010/2020-B;9245749;Execução concluída;;2023-08-02 00:00:00;-;2301762 000022/2019
PRC-22.027/2017-C;9162815;Execução concluída;;2022-04-01 00:00:00;-;2301762 000040/2017
DC-22.024/2020;9291650;Execução concluída;;2022-08-05 00:00:00;-;2301520 000011/2020
DM-025/2021;9299246;Execução concluída;;2023-04-21 00:00:00;-;2301762 000056/2021
PRC-22.032/2017-B;9170558;Execução concluída;;2020-12-20 00:00:00;-;2301762 000052/2017
DM-031/2021;9312383;Execução concluída;;2023-02-28 00:00:00;-;2301762 000062/2021
PRC-22.024/2018-C;9195932;Execução concluída;;2022-10-28 00:00:00;-;2301762 000002/2018
DM-22.009/2020-B;9245587;Execução concluída;;2023-04-05 00:00:00;-;2301762 000042/2019
PRC-22.035/2017-B;9178157;Execução concluída;;2021-02-28 00:00:00;-;2301762 000030/2017
PRC-22.013/2018-B;9187441;Execução concluída;;2021-05-31 00:00:00;-;2301762 000001/2018
PRC-22.004/2018-B;9180348;Execução concluída;;2021-05-31 00:00:00;-;2301762 000050/2017
PRC-22.016/2018-B;9191367;Execução concluída;;2021-07-31 00:00:00;-;2301762 000007/2018
PRC-22.033/2017-C;9169945;Execução concluída;;2021-12-20 00:00:00;-;2301762 000055/2017
PRC-22.015/2017-D;9149725;Execução concluída;;2022-08-31 00:00:00;-;2301762 000020/2017
DM-032/2022;9346073;Execução concluída;;2023-07-16 00:00:00;-;2301762 000012/2022
DM-22.014/2020;9262952;Execução concluída;;2022-06-15 00:00:00;-;2301462 000001/2020
PRC-22.023/2018-C;9195627;Execução concluída;;2022-07-12 00:00:00;-;2301762 000006/2018
DM-020/2022;9332664;Execução concluída;;2022-07-24 00:00:00;-;2301762 000013/2022
PRC-22.016/2018-C;9191367;Execução concluída;;2022-07-31 00:00:00;-;2301762 000007/2018
DM-018/2022;9337142;Execução concluída;;2022-07-31 00:00:00;-;2301762 000039/2021
DM-024/2022;9341452;Execução concluída;;2022-08-16 00:00:00;-;2301762 000031/2022
DM-007/2021;9290362;Execução concluída;;2022-08-31 00:00:00;-;2301762 000014/2021
DM-008/2021;9290345;Execução concluída;;2022-08-26 00:00:00;-;2301762 000072/2021
DM-027/2022;9344558;Execução concluída;;2022-08-15 00:00:00;-;2301762 000040/2019
DC-22.013/2020;9261337;Execução concluída;;2022-09-12 00:00:00;-;2301520 000002/2020
PRC-22.020/2017-D;9161359;Execução concluída;;2022-10-01 00:00:00;-;2301762 000026/2017
PRC-22.032/2017-D;9170558;Execução concluída;;2022-12-20 00:00:00;-;2301762 000052/2017
PRC-22.090/2013-DO 2;5997;Execução concluída;;2022-11-23 00:00:00;-;2301762 000051/2013
PRC-22.042/2017-D;9176829;Execução concluída;;2022-12-27 00:00:00;-;2301762 000056/2017
PRC-22.039/2017-D;9159015;Execução concluída;;2022-12-27 00:00:00;-;2301762 000054/2017
PRC-29.008/2017-A;9149606;Execução concluída;;2022-12-12 00:00:00;-;2301901 000001/2017
PRC-22.029/2017-D;9164650;Execução concluída;;2023-01-31 00:00:00;-;2301762 000033/2017
PRC-22.026/2017-D;9162813;Execução concluída;;2023-02-18 00:00:00;-;2301762 000029/2017
PRC-22.030/2017-D;9164794;Execução concluída;;2023-02-28 00:00:00;-;2301762 000066/2017
PRC-22.028/2017-D;9164466;Execução concluída;;2023-02-28 00:00:00;-;2301762 000038/2017
DM-009/2022;9327308;Execução concluída;;2023-04-04 00:00:00;-;2301762 000087/2021
DM-22.005/2020-B;9245589;Execução concluída;;2023-04-05 00:00:00;-;2301762 000038/2019
DM-034/2021;9318435;Execução concluída;;2023-06-30 00:00:00;-;2301762 000066/2021
PRC-22.015/2017-C;9149725;Execução concluída;;2021-08-31 00:00:00;-;2301762 000020/2017
PRC-22.027/2017-B;9162815;Execução concluída;;2021-04-01 00:00:00;-;2301762 000040/2017
DM-22.006/2020;9245561;Execução concluída;;2021-03-31 00:00:00;-;2301762 000046/2019
PRC-22.013/2014;6101;Execução concluída;;2021-07-05 00:00:00;-;2301762 000011/2014
DM-22.009/2020;9245587;Execução concluída;;2021-04-05 00:00:00;-;2301762 000042/2019
DM-003/2021;9287359;Execução concluída;;2021-08-31 00:00:00;-;2301762 000049/2021
DM-002/2021;9286072;Execução concluída;;2021-09-30 00:00:00;-;2301762 000048/2021
PRC-22.011/2018;9187320;Execução concluída;;2021-09-30 00:00:00;-;2301520 000001/2018
PRC-22.031/2017-C;9165579;Execução concluída;;2021-11-30 00:00:00;-;2301762 000053/2017
PRC-22.034/2017-C;9174578;Execução concluída;;2021-12-20 00:00:00;-;2301762 000047/2017
PRC-22.032/2017-C;9170558;Execução concluída;;2021-12-20 00:00:00;-;2301762 000052/2017
