contrato;contrato_siad;obra;municipio;portal_de_compras
PRC-22.013/2018-B;9187441;Obra 1;Coqueiral;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Cordislândia;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Cruzília;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Elói Mendes;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Heliodora;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Ilicínea;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Jesuânia;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Lambari;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Luminárias;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Minduri;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Monsenhor Paulo;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Natércia;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Nepomuceno;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Olímpio Noronha;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Paraguaçu;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Pouso Alegre;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Santana da Vargem;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Seritinga;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Serranos;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Soledade de Minas;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;São Bento Abade;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;São Gonçalo do Sapucaí;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;São Lourenço;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;São Tomé das Letras;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;São Vicente de Minas;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Três Corações;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Três Pontas;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Varginha;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Aiuruoca;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Alfenas;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Baependi;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Boa Esperança;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Cambuquira;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Campanha;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Campo do Meio;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Campos Gerais;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Careaçu;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Carmo da Cachoeira;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Carmo de Minas;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Carvalhos;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Caxambu;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Conceição do Rio Verde;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Coqueiral;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Cordislândia;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Cruzília;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Elói Mendes;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Heliodora;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Ilicínea;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Jesuânia;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Lambari;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Luminárias;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Minduri;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Monsenhor Paulo;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Natércia;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Nepomuceno;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Olímpio Noronha;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Paraguaçu;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Pouso Alegre;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Santana da Vargem;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Seritinga;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Serranos;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Soledade de Minas;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;São Bento Abade;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;São Gonçalo do Sapucaí;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;São Lourenço;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;São Tomé das Letras;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;São Vicente de Minas;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Três Corações;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Três Pontas;2301762 000001/2018
PRC-22.013/2018-C;9187441;Obra 1;Varginha;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Aiuruoca;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Alfenas;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Baependi;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Boa Esperança;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Cambuquira;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Campanha;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Campo do Meio;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Campos Gerais;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Careaçu;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Carmo da Cachoeira;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Carmo de Minas;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Carvalhos;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Caxambu;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Conceição do Rio Verde;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Coqueiral;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Cordislândia;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Cruzília;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Elói Mendes;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Heliodora;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Ilicínea;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Jesuânia;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Lambari;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Luminárias;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Minduri;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Monsenhor Paulo;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Natércia;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Nepomuceno;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Olímpio Noronha;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Paraguaçu;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Pouso Alegre;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Santana da Vargem;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Seritinga;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Serranos;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Soledade de Minas;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;São Bento Abade;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;São Gonçalo do Sapucaí;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;São Lourenço;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;São Tomé das Letras;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;São Vicente de Minas;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Três Corações;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Três Pontas;2301762 000001/2018
PRC-22.013/2018-D;9187441;Obra 1;Varginha;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Aiuruoca;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Alfenas;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Baependi;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Boa Esperança;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Cambuquira;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Campanha;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Campo do Meio;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Campos Gerais;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Careaçu;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Carmo da Cachoeira;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Carmo de Minas;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Carvalhos;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Caxambu;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Conceição do Rio Verde;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Coqueiral;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Cordislândia;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Cruzília;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Elói Mendes;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Heliodora;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Ilicínea;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Jesuânia;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Lambari;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Luminárias;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Minduri;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Monsenhor Paulo;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Natércia;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Nepomuceno;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Olímpio Noronha;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Paraguaçu;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Pouso Alegre;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Santana da Vargem;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Seritinga;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Serranos;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Soledade de Minas;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;São Bento Abade;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;São Gonçalo do Sapucaí;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;São Lourenço;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;São Tomé das Letras;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;São Vicente de Minas;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Três Corações;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Três Pontas;2301762 000001/2018
PRC-22.013/2018-E;9187441;Obra 1;Varginha;2301762 000001/2018
PRC-22.015/2017-C;9149725;Obra 1;Abre Campo;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acaiaca;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acarape;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acarau;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acopiara;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acrelandia;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Acreuna;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Adao Colares;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Alvinópolis;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Antônio Dias;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Açucena;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Bela Vista de Minas;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Belo Horizonte;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Belo Oriente;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Bom Jesus do Galho;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Braúnas;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Bugre;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Caratinga;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Cava Grande;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Coronel Fabriciano;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Córrego Novo;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Dionísio;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Dom Silvério;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Entre Folhas;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Governador Valadares;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Guanhães;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Iapu;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Imbé de Minas;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Inhapim;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Ipaba;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Ipatinga;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Jaguaraçu;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Joanésia;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;João Monlevade;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Marliéria;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Matipó;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Mesquita;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Naque;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Nova Era;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Piedade de Caratinga;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Pingo-d Água;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Rio Piracicaba;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Santa Bárbara do Leste;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Santa Rita de Minas;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Santana do Paraíso;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;São Domingos das Dores;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;São Domingos do Prata;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;São José do Goiabal;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;São João do Oriente;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;São Sebastião do Anta;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Timóteo;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Ubaporanga;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Vargem Alegre;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Virginópolis;2301762 000020/2017
PRC-22.015/2017-C;9149725;Obra 1;Água Boa;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Abre Campo;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acaiaca;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acarape;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acarau;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acopiara;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acrelandia;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Acreuna;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Adao Colares;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Alvinópolis;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Antônio Dias;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Açucena;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Bela Vista de Minas;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Belo Horizonte;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Belo Oriente;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Bom Jesus do Galho;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Braúnas;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Bugre;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Caratinga;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Cava Grande;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Coronel Fabriciano;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Córrego Novo;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Dionísio;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Dom Silvério;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Entre Folhas;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Governador Valadares;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Guanhães;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Iapu;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Imbé de Minas;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Inhapim;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Ipaba;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Ipatinga;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Jaguaraçu;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Joanésia;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;João Monlevade;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Marliéria;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Matipó;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Mesquita;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Naque;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Nova Era;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Piedade de Caratinga;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Pingo-d Água;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Rio Piracicaba;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Santa Bárbara do Leste;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Santa Rita de Minas;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Santana do Paraíso;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;São Domingos das Dores;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;São Domingos do Prata;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;São José do Goiabal;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;São João do Oriente;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;São Sebastião do Anta;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Timóteo;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Ubaporanga;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Vargem Alegre;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Virginópolis;2301762 000020/2017
PRC-22.015/2017-D;9149725;Obra 1;Água Boa;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Abre Campo;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acaiaca;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acarape;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acarau;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acopiara;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acrelandia;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Acreuna;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Adao Colares;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Alvinópolis;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Antônio Dias;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Açucena;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Bela Vista de Minas;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Belo Horizonte;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Belo Oriente;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Bom Jesus do Galho;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Braúnas;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Bugre;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Caratinga;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Cava Grande;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Coronel Fabriciano;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Córrego Novo;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Dionísio;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Dom Silvério;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Entre Folhas;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Governador Valadares;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Guanhães;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Iapu;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Imbé de Minas;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Inhapim;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Ipaba;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Ipatinga;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Jaguaraçu;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Joanésia;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;João Monlevade;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Marliéria;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Matipó;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Mesquita;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Naque;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Nova Era;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Piedade de Caratinga;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Pingo-d Água;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Rio Piracicaba;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Santa Bárbara do Leste;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Santa Rita de Minas;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Santana do Paraíso;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;São Domingos das Dores;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;São Domingos do Prata;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;São José do Goiabal;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;São João do Oriente;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;São Sebastião do Anta;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Timóteo;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Ubaporanga;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Vargem Alegre;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Virginópolis;2301762 000020/2017
PRC-22.015/2017-E;9149725;Obra 1;Água Boa;2301762 000020/2017
PRC-22.016/2018-B;9191367;Obra 1;Alagoa;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Albertina;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Bom Repouso;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Borda da Mata;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Brasópolis;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Bueno Brandão;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Cachoeira de Minas;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Camanducaia;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Cambuí;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Carmo de Minas;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Conceição das Pedras;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Conceição dos Ouros;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Consolação;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Cristina;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Córrego do Bom Jesus;2301762 000007/2018
PRC-22.016/2018-B;9191367;Obra 1;Delfim Moreira;2301762 000007/2018
