contrato;contrato_siad;obra;municipio;portal_de_compras
DOV-004/2021-B;9292043;Obra 1;Goianá;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Gonçalves;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Guaxupé;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ibitiúra de Minas;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Inconfidentes;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ipanema;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Itanhandu;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Jacutinga;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Juiz de Fora;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Juruaia;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Lagoa Dourada;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Lajinha;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Lambari;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Luisburgo;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Machado;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Manhuaçu;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Manhumirim;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Mar de Espanha;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Maria da Fé;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Mariana;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Mercês;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Monte Sião;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Muzambinho;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Oratórios;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ouro Branco;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ouro Fino;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ouro Preto;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Paraguaçu;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Paraisópolis;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Passa Quatro;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Pedralva;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Piau;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Piranga;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Piranguinho;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Piranguçu;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Pirapetinga;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Piraúba;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ponte Nova;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Pouso Alegre;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Poço Fundo;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Poços de Caldas;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Rio Doce;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Rio Novo;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Rio Pomba;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Rochedo de Minas;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Santana da Vargem;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Santana do Manhuaçu;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Santos Dumont;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Sapucaí-Mirim;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Sericita;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Silvianópolis;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Soledade de Minas;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;São Brás do Suaçuí;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;São João Nepomuceno;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;São João da Mata;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;São Tomé das Letras;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Tabuleiro;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Tiradentes;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Tocantins;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Toledo;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Três Corações;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Ubá;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Urucânia;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Varginha;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Viçosa;2301901 000008/2021
DOV-004/2021-B;9292043;Obra 1;Volta Grande;2301901 000008/2021
DOV-004/2022;9344750;Obra 1;Arceburgo;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Arcos;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Bom Despacho;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Córrego Fundo;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Formiga;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Pedra do Indaiá;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Pompéu;2301901 000009/2021
DOV-004/2022;9344750;Obra 1;Pratápolis;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Arceburgo;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Arcos;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Bom Despacho;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Córrego Fundo;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Formiga;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Pedra do Indaiá;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Pompéu;2301901 000009/2021
DOV-004/2022-A;9344750;Obra 1;Pratápolis;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Arceburgo;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Arcos;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Bom Despacho;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Córrego Fundo;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Formiga;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Pedra do Indaiá;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Pompéu;2301901 000009/2021
DOV-004/2022-B;9344750;Obra 1;Pratápolis;2301901 000009/2021
DOV-005/2022;9344755;Obra 1;Capelinha;2301901 000009/2021
DOV-005/2022;9344755;Obra 1;Diamantina;2301901 000009/2021
DOV-005/2022;9344755;Obra 1;Governador Valadares;2301901 000009/2021
DOV-005/2022;9344755;Obra 1;Nanuque;2301901 000009/2021
DOV-005/2022;9344755;Obra 1;Teófilo Otoni;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Capelinha;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Diamantina;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Governador Valadares;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Itabira;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Nanuque;2301901 000009/2021
DOV-005/2022-A;9344755;Obra 1;Teófilo Otoni;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Capelinha;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Diamantina;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Governador Valadares;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Itabira;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Nanuque;2301901 000009/2021
DOV-005/2022-B;9344755;Obra 1;Teófilo Otoni;2301901 000009/2021
DP-001/2022;9340393;Obra 1;Belo Horizonte;1301606 000001/2021
DP-002/2021;9291973;Obra 1;Belo Horizonte;2301601 000003/2020
DP-002/2022;9370793;Obra 1;Timóteo;2301601 000002/2022
DP-003/2021;9293559;Obra 1;Belo Horizonte;2301601 000002/2021
DP-003/2022;9344767;Obra 1;Belo Horizonte;2301601 000001/2022
DP-003/2023;9375591;Obra 1;Belo Horizonte;2301601 000007/2022
DP-004/2022;9371336;Obra 1;Belo Horizonte;2301601 000006/2022
DP-004/2023;9382502;Obra 1;Belo Horizonte;2301601 000008/2022
DP-005/2023;9383229;Obra 1;São Romão;2301601 000004/2022
DP-005/2023;9383229;Obra 1;Ubaí;2301601 000004/2022
DP-006/2023;9385568;Obra 1;Belo Horizonte;2301601 000019/2022
DP-007/2023;9386085;Obra 1;Uberlândia;2301601 000004/2023
DP-008/2023;9386087;Obra 1;Montes Claros;2301601 000004/2023
DP-009/2023;9386090;Obra 1;Guanhães;2301601 000004/2023
DP-010/2023;9386090;Obra 1;Belo Horizonte;2301601 000004/2023
DP-011/2023;9386091;Obra 1;Belo Horizonte;2301601 000004/2023
DP-012/2023;9386092;Obra 1;Varginha;2301601 000004/2023
DP-013/2023;9386093;Obra 1;Patos de Minas;2301601 000004/2023
DP-014/2023;9386094;Obra 1;Belo Horizonte;2301601 000004/2023
DP-015/2023;9386095;Obra 1;Teófilo Otoni;2301601 000004/2023
DP-016/2023;9386096;Obra 1;Juiz de Fora;2301601 000004/2023
DP-017/2023;9386097;Obra 1;Belo Horizonte;2301601 000004/2023
DP-018/2023;9386098;Obra 1;Varginha;2301601 000004/2023
DP-020/2023;9393315;Obra 1;Cabeceira Grande;2301601 000009/2022
DP-020/2023;9393315;Obra 2;Garapuava;2301601 000009/2022
DP-020/2023;9393315;Obra 3;Natalândia;2301601 000009/2022
DP-020/2023;9393315;Obra 4;Unaí;2301601 000009/2022
DP-021/2023;9393558;Obra 1;Carrancas;2301601 000010/2022
DP-021/2023;9393558;Obra 2;Ibiá;2301601 000010/2022
DP-021/2023;9393558;Obra 3;Major Porto;2301601 000010/2022
DP-021/2023;9393558;Obra 4;Luminárias;2301601 000010/2022
DP-022/2023;9393396;Obra 1;Caeté;2301601 000011/2022
DP-022/2023;9393396;Obra 2;Belo Horizonte;2301601 000011/2022
DP-022/2023;9393396;Obra 3;Belo Horizonte;2301601 000011/2022
DP-022/2023;9393396;Obra 4;Belo Horizonte;2301601 000011/2022
DP-023/2023;9393561;Obra 1;Belo Horizonte;2301601 000012/2022
DP-023/2023;9393561;Obra 2;Belo Horizonte;2301601 000012/2022
DP-024/2023;9393398;Obra 1;Belo Horizonte;2301601 000013/2022
DP-024/2023;9393398;Obra 2;Belo Horizonte;2301601 000013/2022
DP-024/2023;9393398;Obra 3;Belo Horizonte;2301601 000013/2022
DP-025/2023;9394603;Obra 1;Belo Horizonte;2301601 000014/2022
DP-025/2023;9394603;Obra 2;Belo Horizonte;2301601 000014/2022
DP-025/2023;9394603;Obra 3;Belo Horizonte;2301601 000014/2022
DP-025/2023;9394603;Obra 4;Belo Horizonte;2301601 000014/2022
DP-026/2023;9393455;Obra 1;Belo Horizonte;2301601 000015/2022
DP-026/2023;9393455;Obra 2;Belo Horizonte;2301601 000015/2022
DP-026/2023;9393455;Obra 3;Belo Horizonte;2301601 000015/2022
DP-026/2023;9393455;Obra 4;Belo Horizonte;2301601 000015/2022
DP-026/2023;9393455;Obra 5;Belo Horizonte;2301601 000015/2022
DP-027/2023;9393457;Obra 1;Belo Horizonte;2301601 000016/2022
DP-027/2023;9393457;Obra 2;Belo Horizonte;2301601 000016/2022
DP-027/2023;9393457;Obra 3;Belo Horizonte;2301601 000016/2022
DP-027/2023;9393457;Obra 4;Belo Horizonte;2301601 000016/2022
DP-027/2023;9393457;Obra 5;Belo Horizonte;2301601 000016/2022
DP-029/2023;9393459;Obra 1;Belo Horizonte;2301601 000017/2022
DP-029/2023;9393459;Obra 2;Belo Horizonte;2301601 000017/2022
DP-029/2023;9393459;Obra 3;Belo Horizonte;2301601 000017/2022
DP-029/2023;9393459;Obra 4;Belo Horizonte;2301601 000017/2022
DP-029/2023;9393459;Obra 5;Belo Horizonte;2301601 000017/2022
DP-029/2023;9393459;Obra 6;Belo Horizonte;2301601 000017/2022
DP-24.007/2020;9275619;Obra 1;Belo Horizonte;2301601 000001/2020
DPEI - 028/2023;9393495;Obra 1;Minas Gerais;2301601 000007/2023
DPEI-001/2024;9414354;Obra 1;Patos de Minas;2301601 000002/2024
DPEI-002/2024;9414453;Obra 1;Montes Claros;2301601 000002/2024
DPEI-003/2024;9417600;Obra 1;Teófilo Otoni;2301601 000002/2024
DPEI-004/2024;9416600;Obra 1;Viçosa;2301601 000002/2024
DPEI-005/2024;9414322;Obra 1;Belo Horizonte;2301601 000002/2024
DPEI-006/2024;9416621;Obra 1;Varginha;2301601 000002/2024
DPEI-007/2024;9417534;Obra 1;Belo Horizonte;2301601 000006/2023
DPEI-030/2023;Em andamento;Obra 1;Belo Horizonte;Não Disponível
DPEI-030/2023;Em andamento;Obra 2;Belo Horizonte;Não Disponível
DPEI-030/2023;Em andamento;Obra 3;Belo Horizonte;Não Disponível
DPEI-030/2023;Em andamento;Obra 4;Belo Horizonte;Não Disponível
DPEI-031/2023;9396828;Obra 1;Belo Horizonte;2301901 000001/2023
DPEI-9446143;9446143;Obra 1;Montes Claros;2301601 000004/2024
DPEI-9447050;9447050;Obra 1;Patos de Minas;2301601 000003/2024
DPEI-9447985;9447985;Obra 1;Barbacena;2301601 000004/2024
DPEI-9470151;9470151;Obra 1;Minas Gerais;2301601 000003/2025
DPEI-9470883;9470883;Obra 1;Minas Gerais;2301601 000002/2025
DPEI-9478941/2025;9478941;Obra 1;Belo Horizonte;2301601 000005/2025
DPEI-9480550/2025;9480550;Obra 1;Belo Horizonte;2301601 000004/2025
PRC-22.003/2019;9218745;Obra 1;Jacutinga;2301520 000001/2019
PRC-22.003/2019;9218745;Obra 2;Jacutinga;2301520 000001/2019
PRC-22.004/2017;9243278;Obra 2;Conceição do Mato Dentro;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 3;Alvorada de Minas;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 3;Conceição do Mato Dentro;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 3;Serro;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 4;Conceição do Mato Dentro;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 5;Alvorada de Minas;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 6;Alvorada de Minas;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 7;Alvorada de Minas;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 8;Alvorada de Minas;2301520 000040/2014
PRC-22.004/2017;9243278;Obra 9;Serro;2301520 000040/2014
PRC-22.004/2018-B;9180348;Obra 1;Agua Boa;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Alvorada de Minas;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Capelinha;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Carbonita;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Conceição do Mato Dentro;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Congonhas do Norte;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Couto de Magalhães de Minas;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Curvelo;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Datas;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Diamantina;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Felício dos Santos;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Gouvea;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Itamarandiba;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;José Raydan;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Minas Novas;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Monjolos;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Novo Cruzeiro;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Presidente Kubitschek;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Rio Vermelho;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Sabinópolis;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Santa Maria do Suaçuí;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Santo Antônio do Itambé;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Senador Modestino Gonçalves;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Serra Azul de Minas;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Serro;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Setubinha;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;São Gonçalo do Rio Preto;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;São Pedro do Suaçuí;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-B;9180348;Obra 1;Água Boa;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Agua Boa;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Alvorada de Minas;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Capelinha;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Carbonita;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Conceição do Mato Dentro;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Congonhas do Norte;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Couto de Magalhães de Minas;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Curvelo;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Datas;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Diamantina;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Felício dos Santos;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Gouvea;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Itamarandiba;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;José Raydan;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Minas Novas;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Monjolos;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Novo Cruzeiro;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Presidente Kubitschek;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Rio Vermelho;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Sabinópolis;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Santa Maria do Suaçuí;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Santo Antônio do Itambé;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Senador Modestino Gonçalves;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Serra Azul de Minas;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Serro;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Setubinha;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;São Gonçalo do Rio Preto;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;São Pedro do Suaçuí;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-C;9180348;Obra 1;Água Boa;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Agua Boa;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Alvorada de Minas;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Capelinha;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Carbonita;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Conceição do Mato Dentro;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Congonhas do Norte;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Couto de Magalhães de Minas;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Curvelo;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Datas;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Diamantina;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Felício dos Santos;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Gouvea;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Itamarandiba;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;José Raydan;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Minas Novas;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Monjolos;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Novo Cruzeiro;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Presidente Kubitschek;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Rio Vermelho;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Sabinópolis;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Santa Maria do Suaçuí;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Santo Antônio do Itambé;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Senador Modestino Gonçalves;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Serra Azul de Minas;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Serro;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Setubinha;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;São Gonçalo do Rio Preto;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;São Pedro do Suaçuí;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-D;9180348;Obra 1;Água Boa;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Agua Boa;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Alvorada de Minas;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Capelinha;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Carbonita;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Conceição do Mato Dentro;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Congonhas do Norte;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Couto de Magalhães de Minas;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Curvelo;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Datas;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Diamantina;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Felício dos Santos;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Gouvea;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Itamarandiba;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;José Raydan;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Minas Novas;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Monjolos;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Novo Cruzeiro;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Presidente Kubitschek;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Rio Vermelho;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Sabinópolis;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Santa Maria do Suaçuí;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Santo Antônio do Itambé;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Senador Modestino Gonçalves;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Serra Azul de Minas;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Serro;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Setubinha;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;São Gonçalo do Rio Preto;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;São Pedro do Suaçuí;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Turmalina;2301762 000050/2017
PRC-22.004/2018-E;9180348;Obra 1;Água Boa;2301762 000050/2017
PRC-22.011/2018;9187320;Obra 1;Juiz de Fora;2301520 000001/2018
PRC-22.013/2014;6101;Obra 1;Carangola;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Caratinga;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Carlos Chagas;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Chalé;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Conceição de Ipanema;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Ipanema;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Lajinha;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Manhuaçu;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Manhumirim;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Nanuque;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Pedra Dourada;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Pocrane;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Reduto;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Santana do Manhuaçu;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Simonésia;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Teófilo Otoni;2301762 000011/2014
PRC-22.013/2014;6101;Obra 1;Tombos;2301762 000011/2014
PRC-22.013/2018-B;9187441;Obra 1;Aiuruoca;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Alfenas;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Baependi;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Boa Esperança;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Cambuquira;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Campanha;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Campo do Meio;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Campos Gerais;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Careaçu;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Carmo da Cachoeira;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Carmo de Minas;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Carvalhos;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Caxambu;2301762 000001/2018
PRC-22.013/2018-B;9187441;Obra 1;Conceição do Rio Verde;2301762 000001/2018
